name	count
Hjelm	3837
Hjelmberg	237
Hjelmqvist	194
Hjelte	758
Hjerpe	960
Hjert	351
Hjertberg	303
Hjertqvist	276
Hjertstedt	192
Hjertén	246
Hjort	2027
Hjorth	1189
Hjortsberg	373
Hjulström	285
Hjälm	438
Hjälte	291
Hjärpe	282
Hjärtström	289
Ho	474
Hoang	742
Hodzic	943
Hoff	784
Hoffman	928
Hoffmann	577
Hofling	326
Hofmann	310
Hofvander	447
Hofverberg	186
Holappa	178
Holgersson	3350
Hollander	184
Hollsten	393
Hollström	211
Holm	13631
Holma	297
Holmberg	12651
Holmblad	320
Holmbom	599
Holmdahl	395
Holmer	1028
Holmertz	220
Holmgren	9738
Holmin	246
Holmkvist	1402
Holmlund	1890
Holmquist	1285
Holmqvist	5653
Holmstedt	961
Holmsten	670
Holmstrand	507
Holmström	6880
Holmén	1144
Holmér	388
Holst	2450
Holstensson	194
Holtz	215
Hong	194
Honkanen	236
Hoppe	239
Horn	518
Hortlund	291
Horvat	227
Horvath	577
Hossain	971
Hossaini	269
Hosseini	2161
Hoti	365
Hoxha	503
Hrustic	250
Hu	456
Huang	1196
Huber	265
Hughes	273
Hugo	232
Hugosson	1170
Huhta	249
Huldt	183
Hult	3192
Hultberg	1794
Hultgren	3027
Hulth	207
Hulthén	321
Hultin	1286
Hultkrantz	185
Hultkvist	181
Hultman	3043
Hultmark	196
Hultquist	195
Hultqvist	1210
Hultström	283
Hultén	1169
Humble	206
Hurtig	1824
Husberg	304
Husein	473
Husen	183
Husic	238
Huss	779
Hussain	1536
Hussaini	755
Hussein	6103
Husseini	1144
Hussen	364
Hussien	183
Huttunen	202
Huynh	888
Hydén	434
Hylander	564
Hylén	486
Hyseni	485
Hyvärinen	199
Hyvönen	211
Häger	655
Hägerstrand	198
Hägerström	505
Hägg	3243
Häggberg	223
Häggblad	389
Häggblom	492
Häggbom	258
Häggkvist	509
Hägglund	4159
Hägglöf	426
Häggman	312
Häggmark	334
Häggqvist	649
Häggström	2459
Häll	1356
Hällberg	201
Hällgren	1011
Hällqvist	211
Hällsten	245
Hällström	747
Hämäläinen	518
Hänninen	313
Härdin	196
Hådén	194
Håkanson	238
Håkansson	13725
Håll	179
Hållander	213
Hållén	251
Hård	828
Hård af Segerstad	275
Högberg	5537
Högbom	237
Högdahl	394
Högfeldt	399
Höggren	247
Högkvist	193
Höglander	377
Höglin	408
Höglind	324
Höglund	6749
Högman	868
Högstedt	411
Högström	1664
Höijer	456
Höjer	463
Hök	222
Hörberg	733
Hörlin	300
Hörnberg	376
Hörnell	340
Hörnfeldt	467
Hörnlund	235
Hörnquist	199
Hörnqvist	347
Hörnsten	180
Höög	556
Höök	902
Hübinette	549
Ibishi	254
Ibrahim	8405
Ibrahimi	765
Ibrahimovic	241
Idris	790
Idrizi	239
Igelström	341
Iggström	184
Ignell	203
Ikonen	240
Ilic	718
Imamovic	279
Imeri	273
Immonen	197
Imran	276
Ingelsson	428
Ingemansson	588
Ingemarsson	1138
Ingesson	398
Ingman	499
Ingvarsson	2097
Innala	240
Insulander	178
Iqbal	518
Isa	313
Isaac	292
Isacson	472
Isacsson	584
Isak	196
Isaksen	247
Isaksson	11870
Isberg	1467
Iseni	274
Isgren	392
Ishak	517
Ishaq	185
Isho	215
Isik	441
Islam	1022
Islamovic	197
Ismael	591
Ismail	2922
Ismaili	266
Israelsson	2603
Issa	2944
Isse	384
Istrefi	214
Isufi	257
Ivanov	504
Ivanova	265
Ivanovic	265
Ivansson	682
Ivarsson	7901
Iversen	651
Jaafar	185
Jabbar	456
Jaber	675
Jackson	515
Jacob	285
Jacobs	274
Jacobsen	1091
Jacobson	1392
Jacobsson	4891
Jaensson	258
Jafar	195
Jafari	1868
Jain	287
Jakob	224
Jakobsen	682
Jakobson	187
Jakobsson	18503
Jaktlund	182
Jakupovic	389
Jalal	418
Jalil	196
Jallow	637
Jama	1630
Jamal	531
James	298
Jamil	456
Jammeh	243
Jamshidi	202
Jankovic	413
Jannesson	398
Jansen	272
Janson	867
Jansson	42556
Janzon	384
Jarl	2077
Jasarevic	330
Jasem	190
Jashari	537
Jasim	426
Jatko	322
Javed	237
Jawad	524
Jeansson	401
Jensen	8072
Jenssen	209
Jeppsson	2838
Jepsen	259
Jern	584
Jernberg	1687
Jernström	460
Jespersen	192
Jessen	198
Jiang	436
Jimale	323
Jin	305
Jobe	277
Jobs	226
Joelsson	1547
Johannessen	356
Johannesson	6050
Johannisson	661
Johansen	2114
Johanson	439
Johansson	215380
John	333
Johnsen	681
Johnson	2630
Johnsson	12224
Jokela	245
Jokinen	308
Jomaa	277
Jonasson	8005
Jones	1091
Jonson	637
Jonsson	49685
Jonsén	202
Jonzon	229
Jordan	258
Josef	214
Josefson	186
Josefsson	7198
Joseph	302
Josephson	355
Joshi	199
Jovanovic	1227
Jovic	331
Juhlin	2095
Julin	1016
Juliusson	310
Jumaa	182
Jung	399
Juntti	294
Juntunen	259
Juric	197
Jussila	180
Jusufi	271
Jäder	208
Jäderberg	538
Jäderlund	245
Jäger	448
Järnberg	183
Järnström	186
Järvinen	534
Jönsson	27334
Jörgensen	2086
Jørgensen	180
Kabashi	227
Kader	551
Kadhim	344
Kadic	196
Kadir	351
Kahn	198
Kahsay	412
Kaiser	347
Kalin	321
Kall	185
Kalla	193
Kallberg	216
Kallin	1191
Kallio	415
Kalén	520
Kamal	426
Kamara	261
Kamel	216
Kamil	186
Kaminski	204
Kan	187
Kanaan	220
Kanat	222
Kanerva	188
Kangas	713
Kanon	242
Kant	180
Kantola	219
Kaplan	416
Kara	386
Karadag	199
Karam	278
Karan	213
Kardell	474
Kareem	472
Karhu	247
Karic	284
Karim	1513
Karimi	1345
Karjalainen	595
Karlander	324
Karlberg	2942
Karlbom	314
Karlborg	250
Karlgren	534
Karlin	372
Karlkvist	184
Karlman	304
Karlqvist	382
Karlsen	626
Karlson	287
Karlsson	160198
Karlstedt	408
Karlsten	198
Karlstrand	189
Karlström	3695
Karlén	1035
Karppinen	348
Karström	402
Kartal	197
Karvonen	290
Kasem	392
Kask	280
Kaspersson	217
Kassab	251
Kassem	505
Kastberg	219
Kastrati	372
Kauppi	296
Kauppinen	263
Kaur	1241
Kavak	286
Kaya	1325
Kayhan	232
Kazemi	311
Keijser	179
Keisu	213
Keller	390
Kellgren	276
Kelly	288
Kelmendi	466
Kemi	580
Kempe	1244
Kemppainen	414
Kennedy	231
Kenttä	206
Kero	412
Keränen	356
Kesete	204
Keskin	298
Keskitalo	299
Kettunen	239
Khalaf	1253
Khaled	563
Khalid	551
Khalif	190
Khalifa	269
Khalil	2025
Khalili	308
Khalouf	179
Khamis	235
Khan	4070
Khatib	245
Khattab	325
Khavari	396
Kheder	302
Khodr	247
Khoshaba	232
Khouri	210
Khoury	231
Kidane	1072
Kifle	230
Kihl	390
Kihlberg	877
Kihlgren	325
Kihlman	403
Kihlström	898
Kilander	418
Kilic	444
Kim	862
Kindahl	323
Kindberg	740
Kindblad	224
Kindblom	287
Kindbom	243
Kindgren	376
Kindlund	254
Kindstrand	331
Kindström	364
Kinell	294
King	305
Kinnander	325
Kinnunen	746
Kiss	238
Kiviniemi	192
Kjell	806
Kjellander	620
Kjellberg	3517
Kjellgren	1453
Kjellin	1221
Kjellkvist	193
Kjellman	853
Kjellqvist	346
Kjellson	207
Kjellsson	869
Kjellstrand	202
Kjellström	1031
Kjellén	458
Kjäll	254
Klaar	329
Klaesson	659
Klang	1840
Klar	408
Klarin	296
Klarström	228
Klarén	193
Klasson	3201
Klasén	270
Klein	839
Klemets	181
Kling	2282
Klinga	248
Klingberg	945
Klingborg	254
Klingspor	195
Klingstedt	353
Klingström	322
Klingvall	413
Klint	1147
Klintberg	389
Klockare	205
Knapp	214
Knezevic	411
Knudsen	666
Knutas	254
Knutsen	184
Knutson	234
Knutsson	5641
Koc	272
Koch	751
Kock	481
Koivisto	415
Kokko	182
Kokkonen	246
Kollberg	578
Kolmodin	337
Konradsson	765
Kontio	187
Koponen	216
Kopp	249
Korhonen	648
Korkis	366
Korkmaz	429
Korpi	295
Koskela	419
Koski	288
Koskinen	485
Kostic	354
Kourie	377
Kovac	267
Kovacevic	748
Kovacs	427
Kowalczyk	185
Kowalski	237
Koyuncu	264
Krafft	321
Kraft	1452
Kramer	339
Krans	295
Krantz	3470
Krasniqi	1705
Kratz	386
Krause	223
Krig	319
Kring	197
Kristensen	1361
Kristensson	2600
Kristersson	258
Kristiansen	853
Kristiansson	3887
Kristofersson	274
Kristoffersen	221
Kristoffersson	2535
Kriström	203
Krogh	204
Krohn	368
Kron	1117
Krona	419
Kronberg	741
Kronholm	399
Kronkvist	295
Kronqvist	608
Kronvall	532
Krook	978
Kroon	1304
Krstic	329
Krus	193
Kruse	1054
Krusell	324
Kryeziu	350
Krüger	782
Kulbay	188
Kull	502
Kullander	606
Kullberg	1459
Kullenberg	325
Kullgren	338
Kullman	642
Kumar	806
Kumlin	757
Kumpula	204
Kurdi	209
Kurt	467
Kurti	304
Kurtovic	178
Kuusela	232
Kuylenstierna	252
Kvant	216
Kvarnlöf	239
Kvarnström	1410
Kvick	611
Kvist	2715
Kwiek	229
Kylberg	204
Kyrk	360
Kyrö	195
Käck	949
Käll	1340
Källander	192
Källberg	1257
Käller	267
Källgren	835
Källkvist	199
Källman	1264
Källqvist	388
Källström	2385
Källén	400
Kämpe	753
Kärrman	371
Kåberg	250
Kågström	383
Köhler	998
König	520
Königsson	259
Körner	328
Köster	198
Köylüoglu	289
Kücükgöl	300
Laakso	324
Laaksonen	258
Ladan	184
Laestadius	186
Laestander	316
Lager	1615
Lagerberg	629
Lagerblad	226
Lagerbäck	198
Lagercrantz	341
Lagergren	1268
Lagerholm	441
Lagerkvist	696
Lagerlöf	574
Lagerman	213
Lagerquist	288
Lagerqvist	1416
Lagerstedt	669
Lagerström	1235
Lagerwall	187
Lagesson	201
Lago	365
Lagström	202
Lahdo	925
Lahti	831
Lahtinen	270
Lai	294
Laine	893
Laitinen	351
Lakatos	210
Lam	713
Lamberg	266
Lampa	275
Lampinen	405
Land	294
Landahl	205
Landberg	1354
Landegren	374
Landelius	415
Landell	197
Lander	492
Landgren	1666
Landin	2467
Landqvist	640
Landstedt	250
Landström	2302
Landén	1092
Lang	1071
Lange	986
Lanner	270
Lans	781
Lantto	622
Lantz	3577
Lappalainen	239
Larm	354
Larsdotter	241
Larsen	3753
Larson	612
Larsson	109394
Larsén	381
Lassen	244
Lasson	253
Latif	254
Latifi	238
Lau	203
Laukkanen	196
Laurell	546
Lauri	219
Laurila	276
Laurin	491
Lauritzen	186
Laursen	355
Laurén	460
Lavesson	372
Lavin	201
Lavén	326
Lax	221
Lazar	322
Lazarevic	220
Lazic	275
Le	1545
Leander	1327
Leandersson	843
Ledin	863
Lee	1082
Leek	330
Leffler	368
Lehmann	284
Lehtinen	382
Lehto	666
Lehtola	214
Lehtonen	425
Leijon	1540
Leijonhufvud	268
Leino	269
Leinonen	462
Lejon	1282
Lekander	373
Leksell	319
Lembke	274
Lemon	457
Lenander	463
Lennartsson	3718
Lenngren	246
Lennström	371
Leo	716
Leonardsson	367
Leppänen	398
Leskinen	208
Lestander	360
Leth	231
Levander	756
Levin	4037
Levinsson	533
Levén	401
Lewander	223
Lewin	425
Lewis	369
Lexell	180
Li	2528
Liang	311
Liberg	357
Lidbeck	214
Lidberg	1349
Lidbom	181
Lidgren	410
Lidholm	671
Lidin	211
Lidman	1280
Lidström	2218
Lidén	2766
Lie	220
Liedberg	310
Liedholm	289
Lien	193
Lif	883
Lignell	394
Liimatainen	183
Lilja	6591
Liljeberg	801
Liljeblad	866
Liljedahl	1720
Liljefors	267
Liljegren	2409
Liljeholm	480
Liljekvist	999
Liljemark	279
Liljenberg	651
Liljeqvist	814
Liljeros	233
Liljeroth	285
Liljestrand	529
Liljeström	365
Lilliehöök	262
Lilliesköld	201
Lim	198
Lin	768
Linander	269
Lind	15359
Lindahl	7182
Lindau	758
Lindberg	26425
Lindbergh	193
Lindblad	4993
Lindblom	7469
Lindbom	1159
Lindborg	1067
Lindby	185
Lindbäck	1501
Linde	2713
Lindeberg	1827
Lindeblad	323
Lindeborg	622
Lindegren	701
Lindell	5526
Lindelöf	892
Lindeman	367
Linder	5022
Linderholm	362
Linderoth	958
Lindersson	275
Lindevall	313
Lindfors	2526
Lindgren	21765
Lindh	4897
Lindhagen	204
Lindhe	691
Lindholm	8496
Lindhé	300
Lindkvist	4385
Lindlöf	195
Lindman	1701
Lindmark	3216
Lindner	258
Lindoff	263
Lindow	206
Lindquist	2409
Lindqvist	15214
Lindroos	786
Lindroth	1661
Lindsjö	614
Lindskog	2704
Lindstam	183
Lindstedt	1523
Lindsten	487
Lindstrand	1203
Lindström	23836
Lindvall	4010
Lindwall	408
Lindé	200
Lindén	6502
Linell	302
Ling	1191
Linge	205
Lingman	203
Lingvall	337
Linnarsson	359
Linnell	188
Linné	566
Linnér	869
Linton	181
Linusson	303
Liss	419
Lithner	218
Lithén	180
Littorin	349
Litzén	245
Liu	1977
Ljung	4909
Ljungberg	5012
Ljungblad	451
Ljungblom	261
Ljungdahl	1394
Ljunggren	3777
Ljungholm	360
Ljungkvist	1166
Ljunglöf	353
Ljungman	494
Ljungmark	188
Ljungquist	454
Ljungqvist	2219
Ljungstedt	200
Ljungström	1354
Lloyd	285
Loberg	317
Lockner	188
Lodin	686
Lodén	325
Loman	284
Long	257
Loo	190
Lood	261
Lopez	535
Lord	687
Lorensson	192
Lorentsson	474
Lorentzen	219
Lorentzon	1099
Lorentzson	477
Lorenz	290
Lorin	230
Losell	239
Lovén	1131
Lu	714
Ludvigsson	1454
Lukic	493
Lund	7726
Lundahl	1927
Lundberg	20127
Lundblad	2413
Lundbom	208
Lundborg	1265
Lundbäck	1048
Lunde	381
Lundell	3384
Lundevall	306
Lundgren	19533
Lundh	2660
Lundholm	2080
Lundin	14508
Lundkvist	4253
Lundman	649
Lundmark	5224
Lundquist	2336
Lundqvist	12661
Lundstedt	1454
Lundsten	463
Lundström	11223
Lundvall	1459
Lundén	1537
Luo	261
Luong	314
Lust	273
Lustig	222
Luthman	292
Luu	454
Luukkonen	193
Ly	595
Lyberg	299
Lycke	458
Lydén	437
Lyrén	183
Lysell	504
Lysén	288
Lyxell	220
Lärka	244
Lätt	191
Lång	824
Långberg	189
Långström	755
Löf	2253
Löfberg	1047
Löfdahl	850
Löfgren	8258
Löfkvist	343
Löfling	238
Löfman	341
Löfquist	416
Löfqvist	1390
Löfroth	223
Löfstedt	1158
Löfstrand	979
Löfström	1153
Löfvenberg	220
Löfvendahl	214
Löfving	643
Lönn	2108
Lönnberg	916
Lönngren	397
Lönnqvist	1017
Lönnroth	183
Lönnström	307
Löthman	316
Löv	227
Lövberg	268
Lövdahl	313
Lövgren	3884
Lövkvist	505
Lövqvist	259
Lövstrand	205
Lövström	370
Löwenborg	231
Löwendahl	186
Löwgren	269
Lööf	1528
Lööv	815
Lööw	610
Ma	492
Madi	240
Madsen	1488
Magnell	308
Magnusson	24291
Mahamed	1115
Mahamoud	183
Mahamud	1014
Mahdi	731
Mahmod	268
Mahmood	961
Mahmoud	1989
Mahmoudi	301
Mahmud	579
Mahmutovic	292
Mai	184
Majeed	422
Majid	492
Makkonen	179
Maksimovic	201
Malik	658
Maliqi	194
Malke	200
Malki	973
Malm	6463
Malmberg	4827
Malmborg	1508
Malmer	283
Malmgren	3083
Malmkvist	662
Malmlöf	265
Malmquist	777
Malmqvist	3196
Malmros	1150
Malmsjö	227
Malmstedt	355
Malmsten	1197
Malmström	3732
Malmén	342
Maloku	231
Mamo	211
Man	184
Mandic	182
Manfredsson	237
Mann	708
Mannberg	363
Manninen	361
Mansoor	207
Mansour	1033
Mansouri	213
Marberg	255
Marcus	254
Marcusson	426
Mardini	355
Maric	416
Marin	376
Marinkovic	259
Marjanovic	208
Mark	374
Markgren	269
Marklund	4060
Markovic	837
Markstedt	309
Markström	1435
Markus	291
Markusson	986
Mars	253
Martell	261
Martens	193
Martin	1192
Martinell	198
Martinez	491
Martini	231
Martinovic	236
Martinsen	234
Martinson	181
Martinsson	8807
Masoud	226
Masri	351
Matar	292
Mathiasson	569
Mathiesen	266
Mathisen	325
Mathisson	188
Matic	333
Matsson	1522
Matti	647
Mattiasson	570
Mattila	530
Mattisson	1276
Mattson	285
Mattsson	16343
Mauritzon	209
Mauritzson	413
Maxe	370
Mayer	290
Mazur	182
Mebrahtu	391
Medin	912
Mehari	648
Mehdi	237
Mehmed	244
Mehmedovic	273
Mehmeti	808
Mehmood	231
Meier	232
Meijer	1329
Melander	2770
Melin	6023
Melinder	240
Melkersson	646
Melki	351
Mella	191
Mellander	273
Mellberg	1269
Mellbin	257
Mellgren	863
Mellin	471
Mellqvist	696
Mellström	510
Melén	285
Memic	325
Mensah	180
Mesic	297
Meuller	196
Meurling	268
Meyer	1112
Michael	464
Mickelsson	669
Miettinen	293
Miftari	363
Mihajlovic	316
Mijatovic	217
Mikaelsson	1139
Mikhail	212
Mikkelsen	626
Mikkola	292
Mikkonen	225
Milanovic	227
Mild	323
Milenkovic	246
Milic	252
Millberg	361
Miller	702
Milosavljevic	257
Milosevic	407
Milovanovic	316
Milton	708
Mineur	297
Mire	194
Mirza	683
Mirzai	288
Mishra	200
Mitchell	200
Mitic	182
Mitrovic	430
Mladenovic	335
Moalin	205
Moberg	6085
Modig	1984
Modigh	467
Modin	1757
Modén	638
Moe	335
Moen	449
Mogensen	269
Mogren	667
Mohamad	1711
Mohamadi	287
Mohamed	10376
Mohamed Ali	292
Mohammad	3111
Mohammad Ali	196
Mohammadi	3146
Mohammed	5243
Mohammed Ali	265
Mohamoud	368
Mohamud	2128
Mohlin	893
Mohsen	251
Mohseni	295
Mohsin	184
Moilanen	422
Molander	1889
Molin	5042
Molinder	466
Molnar	405
Molund	232
Molén	262
Montan	189
Montelius	281
Montgomery	214
Moore	287
Moqvist	210
Morad	585
Moradi	990
Morales	221
Morberg	253
Moreau	207
Morelius	185
Morell	517
Moreno	193
Morgan	211
Morin	1096
Morina	877
Moritz	411
Morris	231
Mortensen	661
Morén	1200
Mosa	234
Mosavi	319
Mossberg	1446
Mostafa	299
Moström	653
Mourad	765
Mousa	1055
Mousavi	263
Moussa	507
Moustafa	330
Muhamed	202
Muhammad	581
Muhammed	464
Muhic	190
Muhr	194
Muhumed	282
Mujkanovic	190
Mujkic	358
Mukka	225
Munkhammar	191
Munoz	251
Munter	629
Munther	308
Murad	909
Muradi	200
Murati	226
Muratovic	531
Muric	193
Murina	248
Murphy	247
Murray	346
Musa	754
Muse	663
Music	535
Mussa	269
Musse	272
Mustafa	2796
Mustafic	219
Mustonen	370
Myhr	445
Myhrberg	344
Myhre	205
Myhrman	345
Myllymäki	184
Myrberg	625
Myrén	781
Mähler	472
Mäkelä	556
Mäki	598
Mäkinen	689
Mäkitalo	270
Määttä	504
Månsson	8596
Mård	701
Mårdh	243
Mårtensson	11093
Möller	7555
Möllerstedt	181
Möllerström	470
Mörk	1251
Mörner	290
Mörtberg	179
Mörtsell	215
Müller	1502
Nader	196
Naderi	291
Naeem	182
Naess	211
Nagy	791
Najafi	408
Naji	288
Najjar	335
Naser	568
Naseri	382
Nasir	311
Nasser	512
Nauclér	245
Nawaz	183
Nazari	1270
Neander	181
Negash	287
Nelander	219
Nelin	183
Nelson	1468
Nemeth	278
Nerman	260
Nero	436
Nestor	315
Nettelbladt	195
Netz	235
Netzell	205
Neuman	470
Neumann	412
Nevalainen	215
Neziri	188
Ngo	536
Nguyen	5747
Niazi	275
Nicander	402
Nicklasson	632
Nielsen	6441
Niemelä	423
Niemi	1430
Nieminen	593
Nihlén	375
Niiranen	182
Niklasson	3775
Nikolausson	218
Nikolic	1082
Nikqi	183
Nikula	194
Nilsen	1045
Nilson	449
Nilsson	148145
Nilsén	183
Nilzén	195
Niska	380
Niskanen	332
Nissan	305
Nissen	292
Niva	583
Njie	624
Noaksson	231
Nolin	247
Noor	601
Noori	1012
Norberg	8378
Norbäck	495
Nord	5277
Nordahl	1362
Nordbeck	240
Nordberg	2830
Nordblad	308
Nordblom	331
Nordborg	341
Nordell	823
Nordenberg	592
Nordenstam	209
Nordenström	269
Nordfeldt	328
Nordgren	3206
Nordh	1482
Nordholm	464
Nordin	10398
Nordkvist	1200
Nordlander	2231
Nordlinder	314
Nordling	1186
Nordlund	3804
Nordlöf	754
Nordman	380
Nordmark	1608
Nordquist	821
Nordqvist	3931
Nordstedt	360
Nordstrand	957
Nordström	11741
Nordvall	1236
Nordwall	282
Nordén	1818
Norelius	261
Norell	1776
Norgren	2406
Nori	344
Norin	1867
Norinder	220
Norlander	1050
Norlin	2163
Norling	2706
Norlund	522
Norlén	777
Norman	4481
Normark	508
Norr	221
Norrbin	220
Norrbom	271
Norrby	1173
Norrgård	454
Norrman	2482
Norrström	383
Norstedt	485
Norström	1647
Norén	6016
Nour	268
Nouri	458
Novak	283
Novakovic	258
Nowak	583
Nur	1198
Nurmi	260
Nutti	205
Nuur	681
Ny	371
Nyberg	12137
Nyblom	654
Nybom	279
Nyborg	398
Nydahl	459
Nydén	421
Nygren	6883
Nygård	938
Nygårds	591
Nyhlén	439
Nyholm	1120
Nykvist	1355
Nykänen	220
Nylander	3090
Nylin	466
Nylund	1920
Nylén	2128
Nyman	7983
Nymark	252
Nyquist	531
Nyqvist	1847
Nyrén	815
Nystedt	743
Nystrand	397
Nyström	12766
Näs	407
Näsholm	376
Näslund	4612
Näsman	876
Näsström	1333
Nässén	339
Nääs	276
Nöjd	464
Obaid	279
Obradovic	212
Odell	387
Odin	274
Odisho	210
Odqvist	197
Odén	818
Oguz	198
Ohlander	194
Ohlin	902
Ohlson	858
Ohlsson	4659
Ohlström	187
Ohlsén	271
Ohlén	333
Oja	480
Ojala	601
Oksanen	222
Olander	2098
Olandersson	235
Olausson	5167
Oldenburg	263
Olesen	439
Olin	1597
Ollas	202
Ollila	215
Olofsson	21889
Olovsson	1546
Olsen	2740
Olson	692
Olsson	92378
Olsén	1203
Olén	183
Omar	3934
Omari	305
Omberg	189
Omer	812
Omerovic	407
Oredsson	404
Orre	433
Osbeck	209
Osberg	183
Oscarson	279
Oscarsson	1637
Oskarsson	5040
Osman	3812
Osmani	759
Osmanovic	617
Osterman	201
Othman	1129
Otter	230
Otterdahl	202
Ottersten	193
Otterström	291
Otto	196
Ottosson	7071
Ovesson	266
Paananen	400
Pal	184
Palani	217
Pallin	388
Palm	7776
Palmberg	630
Palmblad	353
Palmborg	313
Palmer	258
Palmgren	2325
Palmkvist	578
Palmquist	792
Palmqvist	3421
Palmén	264
Palmér	1521
Palo	555
Pamp	217
Pan	248
Panahi	196
Pantzar	767
Pantzare	272
Papadopoulos	415
Papadopoulou	224
Park	505
Parker	213
Parling	192
Partanen	249
Parviainen	200
Pasanen	211
Patel	580
Patil	224
Patriksson	372
Paul	293
Pauli	212
Paulin	325
Paulsen	462
Paulson	252
Paulsson	4688
Pavlovic	581
Pawlowski	192
Peci	700
Pedersen	4713
Pedersén	277
Pehrson	473
Pehrsson	643
Pekkala	203
Pekkari	209
Peltola	202
Peltonen	253
Peng	181
Pereira	192
Perez	366
Peric	262
Perman	366
Pers	339
Persson	91921
Pesonen	338
Peter	204
Peters	727
Petersen	2054
Peterson	1941
Petersson	25390
Petersén	429
Petkovic	315
Petri	232
Petrini	263
Petrov	297
Petrovic	1148
Petrusson	231
Petré	294
Petrén	339
Pettersen	387
Pettersson	55563
Pham	1455
Phan	558
Philipson	261
Philipsson	445
Phillips	195
Pierre	282
Pierrou	218
Pihl	2295
Pihlblad	263
Pihlgren	317
Pihlström	316
Pitkänen	278
Plahn	226
Plantin	204
Pllana	191
Pohjanen	191
Pohl	289
Polat	353
Poli	184
Pollack	228
Pontén	368
Pop	179
Popa	276
Popescu	252
Popovic	497
Post	224
Poulsen	599
Pounu	249
Pousette	503
Prahl	351
Prim	272
Printz	281
Prytz	546
Pudas	204
Pulkkinen	256
Påhlman	245
Påhlsson	429
Pålsson	5237
Qader	208
Qasem	287
Qasim	290
Quach	183
Quick	303
Quist	591
Qureshi	229
Qvarfordt	491
Qvarnström	962
Qvick	277
Qvist	1251
Rabe	224
Radic	224
Radovanovic	231
Radu	241
Ragnar	304
Ragnarsson	1956
Rahim	376
Rahimi	1693
Rahm	1358
Rahman	1311
Rahmani	692
Raja	211
Rajab	222
Rajabi	275
Rajala	320
Rama	575
Ramadan	706
Ramadani	746
Ramazani	204
Ramberg	1004
Ramic	652
Ramirez	272
Ramos	206
Ramqvist	188
Ramsell	199
Ramstedt	820
Ramsten	258
Ramström	1015
Rana	270
Rang	195
Ranta	238
Rantala	341
Rantanen	276
Rapp	1459
Rashed	257
Rasheed	351
Rashid	1749
Rashidi	223
Rasho	261
Rask	1991
Rasmussen	2275
Rasmusson	1962
Rasool	179
Rasouli	222
Rautiainen	221
Rautio	436
Raza	369
Redin	327
Redzic	187
Regnell	226
Regnér	348
Rehman	367
Rehn	1989
Rehnberg	599
Rehnström	692
Reimer	449
Reimers	265
Reinhold	234
Reinholdsson	1012
Reis	282
Renberg	836
Rendahl	204
Renholm	192
Renlund	343
Renman	514
Renström	1640
Resare	234
Reuter	249
Reuterskiöld	189
Reuterswärd	190
Rex	213
Rexhepi	575
Reyes	233
Rezaei	667
Rezai	1765
Rezaie	409
Rhawi	308
Rhodin	561
Ribbing	273
Richardson	316
Richardsson	500
Richter	783
Rickardsson	917
Ridderström	198
Ridell	302
Riedel	188
Rietz	277
Rignell	180
Riis	179
Rikardsson	300
Rinaldo	378
Ring	1893
Ringberg	231
Ringblom	328
Ringbom	181
Ringborg	249
Ringdahl	792
Ringholm	190
Ringkvist	192
Ringman	213
Ringqvist	676
Ringström	1259
Ringvall	265
Rinne	182
Ripa	235
Risberg	1623
Rissanen	228
Ristic	481
Ritzén	304
Rizk	281
Roberts	336
Robertson	306
Robertsson	2511
Robinson	313
Roble	251
Rodin	746
Rodriguez	616
Rodén	199
Rohdin	594
Rohlin	300
Rohlén	195
Rojas	233
Rolander	209
Rolandsson	319
Rolf	454
Rolfsson	218
Rolén	193
Roman	684
Romare	179
Romberg	261
Romell	210
Romero	187
Rondahl	183
Roos	6520
Rooth	431
Ros	584
Rosander	1600
Rosberg	1632
Rosdahl	900
Rose	180
Rosell	1857
Rosenberg	2280
Rosenblad	382
Rosencrantz	187
Rosendahl	1472
Rosendal	485
Rosengren	3550
Rosenholm	236
Rosenius	273
Rosenkvist	721
Rosenlind	328
Rosenlund	567
Rosenquist	599
Rosenqvist	2413
Rosenström	226
Rosin	335
Roskvist	223
Roslund	1309
Rosman	227
Rosquist	205
Rosqvist	589
Ross	390
Rossander	265
Rossi	329
Rostami	269
Rostedt	307
Rosvall	1246
Rosén	7495
Roth	2055
Rothman	276
Rova	661
Roy	271
Rubensson	514
Rubin	801
Rudberg	649
Rudholm	267
Rudin	542
Rudolfsson	765
Rudström	230
Rudén	240
Rundberg	854
Rundblad	208
Rundgren	761
Rundlöf	287
Rundquist	312
Rundqvist	1283
Rundström	565
Rune	220
Runesson	1148
Runsten	331
Russom	186
Rutberg	235
Rutgersson	589
Ruth	245
Ruthström	201
Rutström	284
Ruud	259
Ryan	187
Ryberg	1520
Ryd	672
Rydbeck	189
Rydberg	3611
Rydell	1675
Rydgren	361
Rydh	703
Rydholm	544
Rydin	649
Ryding	500
Rydman	244
Rydqvist	354
Rydstedt	238
Rydström	938
Rydén	3290
Rylander	1883
Ryman	637
Rystedt	233
Räisänen	237
Räsänen	234
Råberg	629
Rådberg	507
Rådman	244
Rådström	622
Rödin	460
Rönn	876
Rönnberg	1195
Rönnblom	294
Rönnbäck	893
Rönngren	363
Rönnholm	502
Rönning	350
Rönnkvist	378
Rönnlund	674
Rönnmark	246
