name	count
Rönnqvist	1297
Röstlund	197
Saad	671
Saado	212
Saarela	252
Saari	430
Saarinen	413
Sabah	212
Sabani	213
Sabanovic	315
Sabbagh	258
Sabel	468
Saber	274
Sabic	195
Sabir	241
Sabri	291
Sadat	316
Sadeghi	334
Sadek	256
Sadik	224
Sadiku	477
Saed	199
Saeed	1132
Safar	392
Safari	488
Safdari	232
Safi	845
Sager	335
Sahin	545
Sahiti	231
Sahl	217
Sahlberg	1096
Sahlgren	271
Sahlin	3264
Sahlman	226
Sahlqvist	232
Sahlsten	288
Sahlström	1024
Sahlén	1262
Said	2972
Saidi	277
Salad	259
Salah	565
Salam	183
Salama	218
Salameh	261
Salander	377
Saleem	459
Saleh	2633
Salehi	463
Salem	736
Saliba	793
Salih	1444
Salihi	297
Salihu	319
Salim	818
Salimi	179
Salkic	218
Sallander	283
Salloum	249
Salman	944
Salmela	271
Salmi	473
Salminen	491
Salo	647
Salomon	187
Salomonsson	3233
Salonen	410
Salén	271
Samadi	261
Sami	222
Samson	210
Samuel	271
Samuelson	294
Samuelsson	13027
Sanchez	319
Sand	1566
Sandahl	1263
Sandberg	17104
Sandblom	903
Sandborg	215
Sandelin	917
Sandelius	436
Sandell	2870
Sander	1044
Sandgren	2969
Sandh	372
Sandholm	325
Sandin	3368
Sandkvist	463
Sandlund	625
Sandman	402
Sandmark	256
Sandquist	396
Sandqvist	1803
Sandstedt	708
Sandsten	180
Sandström	10522
Sandvall	263
Sandvik	369
Sandén	1436
Sanfridsson	274
Santesson	379
Sarhan	217
Sari	361
Saric	289
Sarkis	280
Sarwari	303
Savic	504
Savolainen	364
Saxin	228
Sayed	247
Schedin	417
Schelin	816
Schenström	189
Scherdin	226
Scherman	356
Schildt	194
Schill	634
Schiller	348
Schlyter	270
Schmidt	2400
Schneider	604
Schoultz	210
Schreiber	187
Schröder	1113
Schubert	256
Schultz	1423
Schulz	398
Schulze	237
Schumacher	190
Schwartz	553
Schwarz	244
Schäfer	275
Schöld	342
Schölin	246
Schön	1392
Schönbeck	442
Schönberg	343
Schönfeldt	213
Schönning	352
Schönström	227
Schüler	228
Scott	711
Sedin	572
Sedvall	198
Seger	1128
Segerberg	420
Segerdahl	307
Segerlund	474
Segerstedt	330
Segersten	233
Segerström	653
Sehlberg	182
Sehlin	359
Sehlstedt	488
Sejdiu	192
Selander	1716
Selberg	661
Selimi	257
Selimovic	389
Selin	1992
Selinder	215
Sellberg	510
Selldén	196
Sellgren	559
Sellin	584
Selling	432
Sellman	292
Sellén	389
Selman	186
Selmani	295
Semere	239
Sen	189
Sener	228
Seppälä	259
Seppänen	230
Serrander	306
Servin	191
Seth	318
Setterberg	391
Settergren	262
Severin	626
Severinsson	480
Shaba	197
Shaban	253
Shabani	663
Shabo	370
Shah	684
Shaheen	258
Shahid	247
Shahin	429
Shahzad	265
Shaker	411
Shakir	261
Shala	1170
Shamon	225
Shamoon	244
Shamoun	653
Shams	244
Sharif	923
Sharifi	710
Sharma	1016
Sheikh	532
Shen	265
Shi	303
Shire	333
Shirzad	202
Sidén	365
Sigfridsson	835
Sigurd	226
Sigurdsson	597
Sigvardsson	636
Sikström	500
Silfver	449
Silfverberg	371
Sillanpää	199
Sillén	256
Silow	186
Silva	427
Silver	282
Silén	374
Simic	439
Simon	603
Simonsen	439
Simonsson	3619
Simsek	262
Simu	210
Sinani	246
Sinclair	340
Singh	2999
Sirén	372
Sium	202
Sivertsson	587
Sixtensson	288
Sjunnesson	669
Sjö	554
Sjöbeck	324
Sjöberg	15852
Sjöblad	180
Sjöblom	3634
Sjöbom	337
Sjöborg	287
Sjöbäck	218
Sjödahl	1033
Sjödin	5148
Sjödén	431
Sjögren	9390
Sjöholm	3594
Sjökvist	1429
Sjöland	210
Sjölander	2520
Sjölin	2429
Sjölinder	182
Sjölund	3016
Sjölén	284
Sjöman	619
Sjöquist	400
Sjöqvist	1608
Sjörén	180
Sjöstedt	2716
Sjösten	989
Sjöstrand	3821
Sjöström	7347
Sjövall	546
Sjöö	1357
Skans	192
Skantz	613
Skantze	236
Skarin	743
Skarp	593
Skeppstedt	452
Skiöld	251
Skog	3436
Skogberg	265
Skogh	788
Skoglund	6991
Skogman	379
Skogsberg	755
Skogström	297
Skoog	2781
Skoogh	279
Skott	477
Skytt	445
Skålberg	233
Skånberg	337
Sköld	5104
Sköldberg	211
Smajic	304
Smajlovic	210
Smed	221
Smedberg	1514
Smedman	240
Smeds	408
Smith	2385
Snell	269
Snellman	257
Snygg	425
Snäll	374
Sohl	235
Sohlberg	721
Sohlman	277
Solander	180
Solberg	720
Soliman	271
Solin	218
Solomon	563
Soltani	469
Sommar	333
Sommer	266
Sondell	410
Sonesson	1208
Song	322
Spaak	179
Spahic	228
Sparf	182
Sparr	325
Spets	551
Spetz	490
Spjut	493
Spjuth	466
Sporre	406
Sporrong	475
Spånberg	200
Spång	518
Spångberg	1217
Staaf	1146
Staberg	213
Stadig	225
Staf	660
Staffansson	286
Stafström	230
Stahl	258
Stahre	498
Stake	193
Stam	261
Stan	198
Standar	184
Stange	187
Stanic	202
Stankovic	617
Stanojevic	209
Starck	446
Stare	204
Stark	2817
Starkenberg	215
Stattin	440
Stedt	370
Steen	2135
Stefanovic	224
Stefansson	886
Steffensen	188
Stein	583
Steiner	561
Steinholtz	180
Sten	1383
Stenback	187
Stenbeck	415
Stenberg	7140
Stenbom	271
Stenborg	601
Stenbäck	580
Stendahl	606
Stener	304
Stenfeldt	317
Stenfelt	358
Stengård	328
Stenhammar	234
Stenholm	639
Stening	299
Stenius	306
Stenkvist	247
Stenlund	2066
Stenman	1728
Stenmark	1613
Stenquist	295
Stenqvist	917
Stenson	262
Stensson	1542
Stenström	2386
Stenvall	1027
Stern	484
Sterner	1810
Stevanovic	237
Stewart	233
Steén	206
Stigsson	532
Stjerna	291
Stjernberg	581
Stjernfeldt	265
Stjernholm	179
Stjernkvist	252
Stjernlöf	307
Stjernqvist	327
Stjernström	777
Stjärnborg	181
Stockhaus	346
Stockman	223
Stojanovic	576
Stolpe	796
Stolt	1310
Stoltz	1080
Stomberg	311
Stoor	345
Storck	182
Stork	205
Storm	2224
Strand	7112
Strandberg	6798
Strandell	587
Strandgren	189
Strandh	648
Strandlund	269
Strandman	367
Strandqvist	455
Stranne	210
Strauss	204
Strid	3080
Stridh	1051
Stridsberg	731
Stridsman	325
Strindberg	302
Strindlund	341
Strinnholm	184
Sträng	254
Stråhle	441
Stråle	264
Strååt	189
Ströberg	358
Ström	9971
Strömberg	8764
Strömblad	626
Strömbom	414
Strömbäck	1104
Strömdahl	237
Strömgren	975
Strömkvist	194
Strömqvist	953
Strömstedt	519
Strömvall	391
Sturesson	1330
Sturk	406
Styf	232
Ståhl	5065
Ståhlberg	899
Ståhle	467
Ståhlgren	325
Stål	1061
Stålberg	976
Stålbrand	244
Stålhammar	664
Stålhandske	416
Stålnacke	1143
Su	191
Subasic	193
Sulaiman	1016
Suleiman	678
Suleman	186
Suliman	366
Suljic	294
Sultan	672
Sultana	244
Sultani	503
Sun	627
Sund	1724
Sundbaum	193
Sundberg	9391
Sundblad	674
Sundbom	682
Sundbäck	211
Sundelin	1091
Sundelius	313
Sundell	2317
Sundgren	1391
Sundh	588
Sundholm	726
Sundin	5282
Sundkvist	1682
Sundling	815
Sundlöf	437
Sundman	1162
Sundmark	248
Sundquist	884
Sundqvist	5643
Sundstedt	388
Sundström	8277
Sundvall	1085
Sundén	1157
Suneson	200
Sunesson	854
Svahn	3069
Svalin	210
Svan	776
Svanberg	3262
Svanborg	293
Svanholm	392
Svanlund	247
Svanström	1757
Svantesson	2190
Svartling	193
Svedberg	3449
Svedin	1173
Svedlund	1085
Svedman	345
Svedén	209
Svelander	370
Svenberg	262
Svendsen	536
Sveningsson	350
Svennberg	255
Svenningsson	678
Svensk	1057
Svenson	249
Svensson	86410
Svensén	199
Sverin	298
Sving	240
Svärd	5023
Svärdh	249
Svärdström	223
Swahn	682
Swartling	299
Swartz	227
Swenson	339
Swärd	494
Swärdh	194
Syed	411
Syla	250
Sylejmani	190
Sylvan	372
Sylvén	378
Synnergren	189
Syrén	822
Syversen	196
Szabo	514
Szymanski	183
Säfström	1083
Säll	1139
Sällberg	429
Sällström	769
Särnholm	190
Sävström	243
Sääf	485
Sångberg	192
Söder	1878
Söderback	188
Söderberg	12125
Söderblom	1062
Söderbom	207
Söderbäck	347
Söderdahl	306
Södergren	2301
Södergård	190
Söderholm	2697
Söderhäll	193
Söderkvist	779
Söderlind	1767
Söderling	606
Söderlund	7044
Söderman	2326
Södermark	299
Söderquist	487
Söderqvist	2894
Söderstedt	374
Södersten	254
Söderström	8075
Södervall	251
Sörensen	2391
Sörensson	1105
Sörlin	415
Sörling	257
Sörman	790
Sörqvist	330
Sørensen	196
Taavo	246
Tadic	179
Tagesson	698
Taha	1083
Taher	464
Taheri	258
Tahir	494
Tahiri	536
Tajik	406
Taleb	275
Talic	222
Tall	262
Tallberg	504
Tallroth	198
Tamim	212
Tamm	323
Tan	442
Tang	715
Tano	331
Tapper	1408
Tariq	186
Tas	289
Taube	367
Taylor	619
Tegnér	566
Tekeste	319
Tekie	297
Tekin	257
Teklay	219
Tekle	897
Teklemariam	210
Telander	200
Tell	1365
Tellander	180
Tellström	288
Tengberg	313
Tengblad	279
Tengelin	227
Tenggren	376
Tengström	264
Tengvall	421
Teodorsson	250
Ternström	462
Terzic	183
Tesfai	226
Tesfamariam	455
Tesfamichael	244
Tesfay	870
Tewelde	651
Tewolde	188
Thai	185
Thalin	291
Thalén	327
Tham	383
Thaqi	195
Theander	733
Thelander	1202
Thelin	1715
Thell	623
Theorin	269
Thern	208
Thiel	274
Thim	379
Tholander	351
Tholin	436
Thollander	187
Tholén	258
Thomas	745
Thomassen	210
Thomasson	1249
Thompson	464
Thomsen	936
Thomson	243
Thomsson	733
Thor	1950
Thorell	1464
Thoresson	400
Thorin	642
Thorn	472
Thornberg	467
Thornell	288
Thors	239
Thorsell	1334
Thorslund	409
Thorsson	1110
Thorstensson	530
Thorsén	791
Thorén	3312
Thulin	2366
Thun	413
Thunberg	1935
Thunborg	328
Thunell	599
Thunholm	373
Thunman	290
Thunström	708
Thuresson	1571
Thurfjell	342
Thurén	225
Thyberg	379
Thyr	431
Thyrén	262
Thyselius	191
Thysell	343
Thörn	1371
Thörnberg	219
Thörnblad	209
Thörne	179
Thörner	278
Thörnqvist	587
Tibblin	410
Tibell	245
Tiberg	332
Tidblom	182
Tideman	192
Tiderman	370
Tidlund	242
Tiger	588
Tikkanen	309
Tillander	359
Tillberg	845
Tillenius	208
Tillgren	342
Tillman	754
Tilly	568
Timan	187
Timonen	255
Tingström	539
Tingvall	384
Tisell	424
Tjernberg	578
Tjernlund	260
Tjernström	739
Tjäder	812
Tjärnberg	340
Tjärnström	341
To	196
Tobiasson	530
Todorovic	372
Toft	393
Toivanen	195
Toivonen	318
Tolf	340
Toll	549
Tollin	231
Toma	860
Tomas	180
Tomasson	446
Tomic	483
Torbjörnsson	227
Torell	424
Toresson	757
Torin	224
Torkelsson	258
Tornberg	965
Torneus	214
Tornéus	227
Torres	321
Torsson	377
Torstensson	3880
Torvaldsson	218
Torén	383
Toth	599
Touma	789
Touray	351
Tran	3082
Tranberg	415
Trapp	194
Trinh	411
Troedsson	516
Trogen	285
Trolin	222
Trolle	192
Tropp	181
Truedsson	562
Trulsson	703
Truong	605
Trygg	1270
Träff	463
Trägårdh	264
Tsegay	531
Tu	201
Tufvesson	648
Tullberg	273
Tuncer	261
Tunell	296
Tuominen	266
Turan	288
Turesson	2298
Turner	290
Turunen	421
Tuvesson	604
Tydén	202
Tykesson	205
Tynell	188
Tyrén	244
Tysk	362
Tägtström	237
Tärnström	180
Tångring	243
Törmä	197
Törmänen	188
Törn	469
Törnberg	915
Törnblad	281
Törnblom	1428
Törnell	308
Törner	555
Törngren	1052
Törnkvist	1240
Törnlund	273
Törnquist	689
Törnqvist	4557
Törnros	545
Törnström	509
Törnvall	390
Töyrä	411
Ucar	238
Udd	536
Uddin	479
Uddén	339
Udén	276
Uggla	535
Uhlin	571
Uka	298
Ulander	845
Ulin	368
Ullah	280
Ullberg	690
Ullman	442
Ullström	356
Ulriksson	234
Uludag	219
Ulusoy	189
Unander	191
Undén	181
Ung	237
Unger	719
Unosson	345
Uppman	236
Usman	276
Utbult	311
Utter	410
Utterström	408
Uusitalo	519
Uzun	184
Vaara	186
Vahlberg	619
Vahlgren	356
Vahlström	347
Valberg	182
Valdemarsson	314
Valentin	251
Valfridsson	710
Vall	640
Vallberg	251
Vallgren	625
Vallin	2327
Vallström	453
Vallén	179
Valtersson	446
Varg	185
Varga	496
Varli	357
Vasic	270
Vass	182
Vedin	1111
Velander	635
Velic	280
Velin	360
Vendel	480
Vennberg	737
Vennström	400
Verner	182
Vernersson	950
Veseli	239
Vestberg	1370
Vester	311
Vesterberg	1270
Vestergren	476
Vesterholm	257
Vesterlund	2589
Vestermark	504
Vestin	2180
Vestlin	258
Vestling	753
Vestlund	1363
Vestman	1785
Viberg	2410
Victorin	213
Videll	290
Vidlund	350
Vidman	238
Vidmark	377
Vidén	552
Viebke	185
Vigren	576
Viitala	185
Vik	473
Vikander	290
Vikberg	915
Viking	354
Viklander	272
Viklund	5777
Vikman	1237
Vikner	349
Viksten	507
Vikström	5569
Viktorsson	1324
Vilhelmsson	2581
Vilén	337
Vinberg	744
Vinblad	219
Vincent	287
Vingren	210
Virta	192
Virtanen	614
Viström	249
Vo	346
Vogel	331
Voss	273
Vu	817
Vukovic	232
Vuong	201
Väisänen	379
Väyrynen	198
Waara	487
Wachtmeister	310
Wadell	243
Wadman	375
Wadsten	202
Wadström	304
Waern	607
Wagenius	327
Wagner	732
Wahl	575
Wahlbeck	205
Wahlberg	3340
Wahlgren	2197
Wahlin	430
Wahlman	546
Wahlquist	209
Wahlqvist	1080
Wahlstedt	630
Wahlsten	337
Wahlström	4532
Wahlund	832
Wahlén	404
Waldenström	356
Waldén	267
Walfridsson	490
Wali	253
Walker	301
Wall	3464
Wallander	790
Wallberg	1896
Walldén	838
Wallenberg	518
Wallenborg	222
Wallenius	517
Wallentin	952
Waller	665
Wallerstedt	189
Wallgren	2231
Wallin	12865
Wallinder	729
Wallman	1126
Wallmark	655
Wallner	724
Wallqvist	212
Wallstedt	231
Wallsten	321
Wallström	1559
Wallén	2144
Walter	924
Waltersson	289
Walther	467
Wang	2915
Wannberg	242
Ward	618
Warda	249
Warg	309
Warsame	1073
Wass	1023
Wassberg	455
Watson	195
Watz	218
Weber	696
Weberg	212
Wedberg	413
Wedholm	193
Wedin	1353
Wehlin	193
Wei	267
Weibull	322
Weiland	190
Weiss	341
Welander	1181
Welday	227
Welin	1080
Welinder	205
Welén	208
Weman	202
Wendel	1465
Wendin	387
Wendt	859
Wengelin	238
Wennberg	2590
Wennerberg	999
Wennergren	579
Wennerholm	695
Wennerlund	330
Wennersten	424
Wennerstrand	261
Wennerström	875
Wenngren	372
Wennman	200
Wennström	954
Wenström	203
Werme	282
Wermelin	210
Wernberg	194
Werner	2494
Wernersson	750
Wessberg	540
Wessel	246
Wesslén	256
Wessman	1314
Wesström	323
Wessén	214
West	751
Westberg	3301
Wester	2664
Westerberg	4212
Westerdahl	796
Westergren	1601
Westergård	276
Westerholm	626
Westerlind	408
Westerling	471
Westerlund	4371
Westermark	853
Westerström	260
Westesson	204
Westh	294
Westholm	475
Westin	3685
Westlin	505
Westling	1775
Westlund	2294
Westman	4044
Westrin	402
Westring	258
Wetter	348
Wetterberg	471
Wettergren	487
Wetterholm	266
Wetterling	246
Wetterlund	190
Wettermark	224
Wetterstrand	218
Wetterström	291
White	337
Wiberg	4392
Wibom	216
Wickberg	323
Wickman	1032
Wicksell	279
Wickström	1300
Wide	318
Widegren	673
Widell	1606
Widerberg	610
Widerström	385
Widgren	282
Widholm	292
Widing	577
Widlund	935
Widman	537
Widmark	1092
Widström	225
Widén	2408
Wieslander	374
Wigh	325
Wigren	963
Wigström	236
Wihlborg	1011
Wiik	1005
Wijk	809
Wijkström	193
Wik	1658
Wikander	685
Wikberg	801
Wikholm	288
Wiking	523
Wiklander	773
Wiklund	5204
Wikman	1525
Wikner	683
Wiksten	374
Wikstrand	365
Wikström	6637
Wiktorsson	506
Wilander	278
Wilhelmsson	2529
Williams	774
Williamson	182
Williamsson	586
Willman	452
Willner	271
Willén	416
Wilson	1251
Wilsson	399
Wilén	637
Wiman	1278
Winberg	2056
Winblad	559
Winbladh	187
Windahl	466
Winell	237
Winge	509
Wingren	473
Wingård	476
Winkler	543
Winnberg	198
Winqvist	804
Winroth	475
Winter	679
Winther	785
Wirström	229
Wirsén	191
Wirén	973
Wiss	317
Wistedt	195
Wistrand	640
Wiström	656
Wisén	309
Witt	312
Wolf	755
Wolff	421
Wollin	204
Wolter	201
Wong	502
Wood	231
Wozniak	228
Wrede	281
Wretling	314
Wretman	476
Wright	289
Wu	1149
Wulff	762
Wärme	329
Wärn	696
Wågberg	195
Wågström	224
Wåhlander	345
Wåhlberg	233
Wåhlin	856
Wåhlstedt	204
Wållberg	180
Xia	223
Xie	276
Xu	1023
Yacoub	852
Yadav	192
Yahya	297
Yakob	285
Yakoub	261
Yalcin	261
Yalda	222
Yan	245
Yang	1069
Yao	196
Yasar	269
Yaseen	186
Yasin	483
Yassin	567
Yavuz	214
Ye	408
Yemane	491
Yildirim	573
Yildiz	987
Yilmaz	1225
Ylipää	253
Ylitalo	287
Yngve	524
Yngvesson	851
Yohannes	503
Yosef	216
Younan	412
Younes	413
Young	299
Younis	234
Yousef	1659
Yousefi	455
Yousif	1257
Youssef	1730
Yousuf	233
Ytterberg	334
Yttergren	190
Yu	627
Yussuf	237
Yusuf	2002
Yücel	297
Yüksel	410
Zaar	525
Zachrisson	1166
Zackrisson	1089
Zadran	183
Zafar	193
Zahirovic	290
Zajac	181
Zakaria	187
Zakariasson	185
Zaki	190
Zakrisson	1355
Zaman	217
Zamani	215
Zander	1112
Zangana	205
Zeidan	197
Zeijlon	184
Zeka	179
Zeneli	292
Zeqiri	262
Zeray	181
Zetterberg	2199
Zettergren	822
Zetterholm	215
Zetterlund	1583
Zetterman	679
Zetterqvist	570
Zetterström	1754
Zettervall	301
Zhang	2425
Zhao	673
Zheng	410
Zhou	786
Zhu	546
Ziegler	220
Zielinski	230
Zimmerman	258
Zimmermann	230
Zingmark	337
Zivkovic	455
af Ekenstam	204
da Silva	287
de Geer	200
du Rietz	282
von Bahr	188
von Essen	347
von Hofsten	184
von Knorring	323
von Platen	215
von Rosen	213
von Schantz	193
von Schéele	188
von Sydow	325
von Wachenfeldt	289
von Walden	245
Ädel	414
Äng	283
Åberg	9963
Åbom	226
Ådén	231
Ågren	4457
Åhl	371
Åhlander	906
Åhlberg	248
Åhlin	846
Åhlström	252
Åhlund	710
Åhlén	913
Åhman	1647
Åhs	872
Åhsberg	305
Åkerberg	1558
Åkerblad	373
Åkerblom	1932
Åkerfeldt	243
Åkerlind	904
Åkerlund	3292
Åkerman	2021
Åkermark	202
Åkerstedt	387
Åkerström	1969
Åkervall	217
Åkeson	179
Åkesson	8289
Ålander	607
Ålund	726
Åman	1645
Ångman	518
Ångström	392
Åqvist	197
Årman	186
Ås	195
Åsander	300
Åsberg	2132
Åsbrink	270
Åsell	324
Åslin	302
Åslund	2324
Åsman	263
Åstedt	205
Åstrand	1475
Åström	8213
Åsén	473
Öberg	8868
Öbrink	179
Ödling	280
Ödlund	290
Ödman	670
Ödmark	312
Ögren	1929
Öhberg	185
Öhgren	391
Öhlander	223
Öhlin	995
Öhlund	1078
Öhlén	507
Öhman	5539
Öhrling	359
Öhrman	333
Öhrn	1530
Öhrström	501
Öhrvall	232
Ökvist	351
Ölander	392
Ölund	1255
Öman	2018
Öquist	213
Öqvist	675
Örn	939
Örnberg	600
Örtegren	281
Örtengren	267
Örtlund	179
Öst	1201
Östberg	2823
Östblom	360
Östensson	749
Öster	990
Österberg	4137
Österdahl	446
Östergren	1629
Österholm	614
Österlind	408
Österling	308
Österlund	1863
Österman	1228
Österström	389
Östervall	238
Östgren	221
Östh	349
Östholm	271
Östlin	578
Östlind	197
Östling	2317
Östlund	5772
Östman	3536
Östmark	185
Östrand	228
Öström	939
Özcan	249
Özdemir	471
Özer	255
Özkan	381
Öztürk	473
Ünal	185
Ünsal	229
