code	locality	addresses
33013	1230000	1726
33014	1245100	1606
33016	1230000	1407
33018	1230000	2301
33019	1232000	1398
33020	1232000	2568
33021	1232000	3163
33022	1232000	1
33023	1245975	3871
33024	1255775	4424
33025	1245975	2750
33026	1255775	1848
33027	1245975	2663
33028	1255775	1286
33029	1245975	2766
33030	1232275	3226
33033	1232275	3476
33035	1232275	780
33055	1245060	2569
33056	1245060	2443
33060	1258050	2464
33062	1258050	1355
33063	1243125	3103
33064	1258050	4219
33065	1214400	2692
33066	1213275	665
33067	1255125	1872
33068	1249425	2490
33069	1258050	1298
33071	1214400	2430
33073	1213275	1645
33076	1255125	2461
33101	1245000	3
33122	1217935	259
33125	1245000	2042
33126	1245000	1458
33127	1245000	2094
33128	1245000	252
33129	1245000	606
33130	1245000	643
33131	1245000	198
33132	1245000	435
33133	1245000	2124
33134	1214250	3085
33135	1245000	1459
33136	1245000	785
33137	1245000	1162
33138	1245000	2156
33139	1245025	1413
33140	1245025	1054
33141	1245025	969
33142	1245000	3578
33144	1245000	1740
33145	1245000	1431
33146	1214250	1345
33149	1245000	437
33150	1245000	2095
33160	1249450	729
33161	1249450	2690
33162	1249475	2833
33168	1249450	1827
33169	1245060	2377
33172	1217935	1123
33178	1217935	2725
33180	1202681	910
33181	1249450	746
33189	1215968	1554
33190	1215968	534
33301	1224000	1133
33304	1224000	1475
33305	1224000	1135
33306	1224000	353
33308	1224000	1748
33309	1224000	2727
33311	1224000	4650
33312	1224000	4057
33313	1239550	2096
33314	1216475	1543
33315	1224000	1392
33316	1224000	1127
33317	1257425	2747
33319	1270675	2118
33321	1270675	3016
33322	1257425	2160
33323	1269700	1195
33324	1257425	2373
33325	1216475	2138
33326	1276582	1604
33327	1276582	808
33328	1216475	1904
33330	1216475	1376
33332	1276582	789
33334	1250575	2365
33351	1269700	1767
33388	1257425	1
33401	1276600	1761
33404	1260975	2384
33405	1276600	1940
33406	1254450	1910
33407	1276600	2075
33409	1276600	1505
33410	1254075	2561
33411	1262100	3693
33412	1276600	1557
33413	1227322	915
33414	1275812	3349
33415	1227322	2107
33417	1276600	1392
33418	1254075	3248
33426	1207875	1560
33431	1207300	1463
33432	1207300	1496
33433	1207300	2101
33434	1207300	1969
33435	1207875	2806
33436	1207875	3255
33441	1216725	2103
33442	1216725	2627
33444	1217100	1900
33445	1217100	2010
33449	1275812	629
33458	1235875	3571
33460	1239081	2735
33461	1254450	2238
33463	1227322	2884
33467	1227322	3066
33477	1235875	850
33483	1217100	1405
33484	1217100	1581
33486	1207300	1740
33487	1207300	1047
33496	1207300	1641
33563	1257550	3096
33565	1257550	2157
33566	1257550	1945
33567	1257550	1151
33602	1271000	1823
33603	1271000	2247
33604	1271000	3968
33605	1271000	3353
33606	1271000	1642
33607	1271000	2590
33609	1271000	2032
33611	1271000	2387
33612	1271000	3907
33616	1271000	1004
33617	1271400	3106
33620	1271000	50
33621	1271000	284
33629	1271000	2447
33637	1271400	1204
33647	1271000	2734
33701	1263000	1642
33702	1263000	2661
33703	1263000	2226
33704	1263000	1910
33705	1263000	2802
33710	1263000	3861
33711	1263000	1887
33712	1263000	2861
33713	1263000	3692
33716	1263000	495
33755	1212875	2801
33756	1212875	3329
33759	1212875	1428
33760	1239425	1231
33761	1212875	1307
33763	1212875	1047
33764	1212875	1975
33765	1212875	1121
33767	1212875	480
33770	1239425	2674
33771	1239425	1820
33773	1256975	1836
33774	1239425	1612
33778	1239425	1389
33781	1256975	3189
33782	1256975	2558
33801	1238250	3424
33803	1238250	2669
33805	1238250	2318
33809	1238250	2182
33811	1238250	2168
33815	1238250	2300
33844	1228400	4998
33881	1278275	4221
33884	1278275	3084
33901	1224125	2283
33904	1210275	3182
33909	1210275	2973
33912	1224125	1555
33913	1224125	1843
33914	1210275	3180
33916	1224125	1869
33928	1221150	1936
33966	1224125	609
33990	1210275	2607
33991	1210275	1923
33993	1210275	4096
34110	1207525	40
34134	1207525	1390
34135	1207525	3416
34205	1207950	3413
34208	1207950	3459
34209	1207950	3457
34234	1264175	2600
34236	1264175	1335
34237	1264175	1451
34239	1264175	1803
34285	1273900	2224
34286	1249675	2688
34287	1249675	3136
34288	1249675	3198
34289	1249675	185
34291	1249675	1384
34292	1273900	1302
34293	1249675	4518
34470	1250750	2717
34471	1250750	4096
34474	1250750	1632
34475	1250750	2323
34480	1250750	2728
34482	1250750	2933
34689	1271150	3266
34698	1218575	3767
34711	1212925	4691
34736	1227800	2828
34737	1227800	752
34741	1236950	3074
34744	1236950	4067
34746	1236950	3826
34748	1239875	5374
34761	1251075	3354
34762	1239875	294
34769	1262625	3298
34771	1262625	2549
34772	1262625	2298
34788	1239875	2762
34945	1258715	1078
34947	1224300	1974
34949	1224300	702
34950	1224300	2296
34952	1258715	3572
34953	1258715	6298
34981	1224300	798
34982	1224300	2658
34983	1258715	3498
34984	1258715	1500
34986	1258715	2227
34987	1258715	1818
35007	0100820	3160
35061	0107000	339
35114	0100820	792
35124	0158848	2595
35130	0107000	354
35173	0176944	3206
35203	0107000	1063
35204	0107000	2461
35205	0107000	1884
35206	0107000	2662
35207	0107000	2084
35208	0107000	2233
35209	0135800	2539
35211	0107000	3430
35212	0107000	1976
35214	0107000	3364
35215	0107000	4699
35216	0178552	2992
35218	0107000	1781
35221	0107000	1196
35222	0107000	1516
35224	0107000	1904
35226	0135896	3341
35229	0135800	2
35233	0107000	687
35234	0107000	1539
35235	0107000	1889
35242	0135896	4989
35243	0178552	2153
35244	0135896	2790
35254	0107000	5
35401	0177256	4424
35404	0177256	2705
35405	0177256	3819
35406	0177256	2044
35452	0155200	776
35456	0177256	902
35473	0155200	2410
35475	0155200	3004
35476	0155200	1195
35487	0177256	12
35601	0120104	4817
35603	0120104	3435
35611	0102956	4203
35613	0102956	2932
35614	0102956	1325
35630	0126896	4632
35632	0126896	2
35671	0120104	623
35741	0137000	655
35748	0137000	1792
35754	0137000	931
35756	0137000	2687
35757	0137000	1639
35758	0145784	4486
35763	0137000	2607
35773	0137000	2007
35801	0137000	3609
35802	0137000	2027
35803	0137000	3061
35805	0137000	2262
35806	0137000	2487
35810	0137000	3121
35811	0137000	3705
35816	0137000	1272
35824	0137000	837
35896	0137000	3
35901	0128696	3371
35904	0128696	2701
36043	0151000	579
36066	0162328	1400
36067	0162328	3350
36101	0151000	3
36104	0151000	2099
36105	0151000	1331
36106	0151000	1800
36107	0151000	1072
36108	0151000	2892
36109	0151000	2145
36110	0151000	1326
36111	0151000	1078
36112	0151000	73
36113	0151000	118
36114	0151000	8
36115	0151000	58
36116	0151000	2995
36117	0151000	4300
36130	0151000	6
36301	0121184	5311
36303	0121184	4593
36305	0121184	1470
36330	0124184	4014
36526	0119648	3402
36532	0125240	4869
36535	0126992	4385
36559	0125240	35
36582	0150000	3326
36602	0150000	500
36603	0150000	1598
36604	0150000	1164
36605	0150000	3108
36606	0150000	1967
36607	0150000	906
36608	0150000	4240
36609	0150000	2007
36615	0150000	117
36617	0150000	1517
36618	0150000	1960
36688	0150000	9
36693	0150000	2011
36695	0150000	4564
36801	0157048	3201
36804	0157048	2616
36830	0103076	3678
36832	0103076	1796
36849	0103076	52
36867	0159472	2257
36869	0159472	2320
36870	0159472	1960
36875	0159472	854
36879	0103076	396
37013	4752006	5264
37014	4769420	292
37027	4708280	5242
37040	4715160	4628
37042	4715160	5554
37043	4715160	4442
37064	4727740	5519
37066	4728540	4907
37067	4727740	2250
37069	4727740	1784
37072	4752006	2271
37075	4733280	5257
37076	4752006	2693
37080	4752006	414
37086	4741200	2648
37087	4741520	5157
37090	4741520	2630
37115	4752006	2412
37122	4750780	5374
37127	4751560	1723
37128	4751560	4507
37129	4751560	5379
37130	4751560	4170
37132	4751560	22
37138	4752006	2288
37160	4767760	4171
37167	4769420	4951
37174	4770580	3285
37189	4752006	357
37201	4752006	210
37203	4752006	1846
37204	4752006	1238
37205	4752006	1938
37206	4752006	2324
37207	4752006	2837
37208	4752006	1805
37209	4752006	3284
37210	4752006	1609
37211	4752006	4313
37212	4752006	1203
37213	4752006	100
37214	4752006	2387
37216	4752006	1384
37217	4752006	1637
37218	4752006	1305
37219	4752006	114
37221	4752006	2907
37228	4752006	67
37232	4752006	16
37238	4752006	1
37311	4715400	3657
37312	4715400	3678
37343	4714000	3743
37351	4714000	39
37402	4714000	429
37403	4714000	627
37404	4714000	2418
37405	4714000	1702
37406	4714000	1954
37407	4714000	1590
37408	4714000	704
37409	4714000	666
37410	4714000	698
37411	4714000	2001
37415	4714000	2191
37416	4714000	1465
37419	4714000	763
37421	4714000	4058
37450	4714000	1
37601	4738320	3125
37604	4738320	3940
37614	4738320	19
37615	4738320	2883
37618	4708540	1890
37620	4708540	5123
37660	4739560	4919
37663	4739560	1959
37664	4739560	3299
37665	4739560	714
37686	4738320	1098
37801	4746380	3218
37803	4746380	3971
37804	4746380	3185
37813	4750280	2512
37814	4750280	4112
37830	4755120	2591
37877	4750280	660
37902	4740000	274
37909	4740000	1198
37912	4740000	1849
37914	4740000	2948
37915	4740000	531
37916	4740000	555
37917	4740000	3384
37918	4740000	4337
37919	4740000	3151
37920	4740000	5355
37921	4740000	3567
37922	4740000	3510
37923	4740000	2314
37924	4740000	1696
37929	4740000	2
37932	4725760	1729
37934	4725760	2388
38016	4748000	4316
38017	4716420	5279
38018	4748000	3231
38029	4703440	1
38103	4748000	1347
38104	4748000	1855
38105	4748000	661
38106	4748000	3008
38107	4748000	1758
38108	4748000	1711
38109	4748000	4699
38111	4748000	3000
38112	4748000	1359
38113	4748000	80
38114	4748000	2341
38115	4748000	2451
38116	4748000	3490
38117	4748000	2543
38118	4748000	3542
38119	4748000	2157
38120	4748000	1522
38122	4748000	1921
38125	4748000	3286
38126	4748000	919
38127	4748000	3710
38128	4748000	3632
38131	4748000	37
38132	4748000	85
38133	4703440	2025
38134	4748000	3256
38135	4703440	2673
38138	4728960	3050
38139	4728960	1719
38141	4748000	1995
38152	4748000	8
38301	4737640	4665
38305	4737640	5435
38401	4716540	7249
38501	4716920	4839
38503	4716920	1
38505	4716920	13
38506	4716920	3746
38637	2833700	2068
38654	2854040	5675
38655	2854840	5223
38671	2869280	3147
38672	2869280	1517
38701	2829180	3392
38703	2829180	1694
38801	2874840	3984
38804	2874840	2914
38826	2874840	534
39041	2814420	1082
39042	2808300	4583
39056	2814420	2682
39058	2814420	2
39110	2844520	4820
39174	2836000	27
39201	2836000	452
39202	2836000	1220
39203	2836000	1044
39204	2836000	1662
39206	2836000	1859
39208	2855760	3182
39209	2836000	3162
39210	2836000	1
39211	2836000	2206
39212	2836000	2797
39213	2836000	2549
39216	2836000	513
39217	2836000	6
39269	2836000	1
39301	2846640	5299
39305	2846640	3098
39307	2846640	3012
39401	2831020	6481
39402	2831020	1408
39406	2831020	26
39501	2829700	4007
39503	2829700	5537
39507	2829700	1925
39530	2806220	1484
39531	2806220	1313
39532	2806220	2311
39534	2806220	26
39759	2870240	5959
40023	2148006	405
40059	2148006	1135
40118	2148006	702
40214	2148006	2954
40216	2148006	3145
40218	2148006	1863
40219	2148006	2441
40220	2148006	2283
40222	2148006	1991
40223	2148006	2118
40228	2148006	1383
40229	2148006	1926
40241	2148006	2344
40245	2148006	2832
40258	2148006	2162
40272	2148006	2788
40291	2148006	3317
40299	2148006	3844
40324	2130700	4465
40356	2156136	4010
40475	2165226	5571
40502	2146027	1941
40503	2146027	1959
40504	2146027	1270
40505	2146027	1982
40507	2146027	305
40508	2146027	1685
40509	2146027	2755
40510	2146027	271
40511	2146027	2434
40513	2146027	907
40514	2146027	999
40515	2146027	2531
40516	2146027	331
40517	2146027	1743
40526	2146027	4
40536	2146027	2
40601	2128900	5904
41011	2117848	2431
41014	2117848	692
41042	2127982	3191
41051	2139142	2326
42001	2158836	4016
42003	2158836	4118
42101	2108902	5507
42103	2108902	2040
42104	2108902	2973
42122	2108902	683
42240	2137918	6540
42301	2158620	5279
42303	2158620	4573
42420	2135866	4328
42701	2124274	6430
42724	2124274	927
43002	3918000	126
43004	3918000	1842
43015	3921434	4784
43016	3922694	3110
43017	3922694	3308
43026	3935476	4400
43035	3918000	2340
43040	3948160	3279
43055	3954040	7540
43068	3966390	3972
43081	3983342	5058
43082	3983342	2653
43109	3918000	23
43110	3918000	3054
43119	3918000	2057
43123	3932592	5621
43130	3941720	6817
43137	3918000	323
43147	3962498	3454
43201	3918000	1589
43202	3918000	1072
43203	3918000	729
43204	3918000	2789
43205	3918000	1369
43206	3918000	2301
43207	3918000	4053
43209	3918000	1982
43210	3918000	215
43211	3918000	1701
43212	3918000	1408
43213	3918000	2084
43214	3918000	1648
43215	3918000	2048
43217	3918000	198
43218	3918000	2
43219	3918000	2654
43220	3979002	2176
43221	3979002	2757
43222	3918000	477
43223	3918000	2078
43224	3918000	2544
43227	3918000	1418
43228	3918000	3581
43229	3918000	2772
43230	3929106	4419
43231	3918000	1297
43232	3918000	2700
43235	3918000	3125
43240	3918000	364
43302	3947754	5155
43402	3907972	3415
43403	3907972	23
43551	3962148	4181
43604	3977000	1483
43605	3977000	2180
43606	3977000	2018
43607	3977000	2004
43608	3977000	1438
43609	3977000	1660
43610	3977000	452
43611	3977000	1821
43612	3977000	2055
43613	3977000	2296
43614	3977000	2235
43615	3977000	3066
43620	3977000	390
43623	3977000	1669
43701	3988084	6594
44011	3903352	1790
44012	3903464	1748
44035	3925256	4732
44039	3956966	2351
44052	3944856	2461
44053	3944856	1494
44055	3944856	1609
44060	3949056	4799
44070	3956882	1533
44101	3916000	7
44102	3916000	2792
44103	3916000	1709
44104	3916000	1872
44105	3916000	2885
44106	3916000	1567
44107	3941664	1770
44108	3916000	1652
44109	3916000	2614
44110	3916000	1471
44111	3916000	2198
44113	3916000	2116
44114	3916000	829
44115	3916000	695
44117	3925704	545
44118	3916014	1811
44119	3916000	820
44120	3971682	1646
44123	3925704	780
44125	3929428	1812
44127	3916000	755
44129	3961000	1452
44132	3925704	731
44133	3957008	1867
44134	3961000	1883
44135	3916000	1635
44136	3975098	1757
44145	3983622	2097
44149	3975098	1529
44212	3909680	2784
44221	3919778	2367
44223	3919778	1589
44224	3974944	2778
44232	3931860	6
44240	3939872	3471
44243	3939872	45
44256	3948790	4348
44301	3901000	1465
44302	3901000	447
44303	3901000	677
44304	3901000	482
44305	3901000	2205
44306	3901000	2063
44307	3901000	799
44308	3901000	243
44310	3901000	1705
44311	3901000	759
44312	3931860	3227
44313	3901000	2171
44314	3901000	1748
44320	3901000	1861
44325	3901000	12
44483	3980892	2626
44485	3980892	1451
44502	3988000	1768
44503	3988000	224
44504	3988000	399
44505	3988000	2610
44506	3988000	647
44507	3988000	658
44509	3988000	1162
44510	3988000	503
44511	3988000	1694
44512	3988000	2328
44555	3988000	2
44646	3948244	5717
44647	3948244	2429
44685	3931860	2807
44691	3986548	5541
44702	3912000	529
44703	3912000	1925
44704	3912000	1353
44705	3912000	2866
44706	3912000	3007
44707	3912000	2725
44708	3912000	3304
44709	3912000	2084
44710	3912000	1166
44714	3912000	1131
44718	3912000	1536
44720	3931860	4787
44730	3912000	1063
44901	3947138	1
44902	3947138	1144
44903	3947138	4096
44905	3947138	1555
44906	3947138	2313
44907	3947138	1473
45011	3933012	5986
45013	3933012	4574
45014	3925970	3343
45015	3933012	1019
45040	3948188	4075
45042	3949840	2386
45044	3949840	4438
45202	3915000	2074
45203	3915000	275
45204	3915000	596
45205	3915000	845
45206	3915000	939
45207	3915000	377
45208	3915000	1209
45209	3915000	589
45211	3915000	1795
45213	3915000	802
45214	3915000	1098
45216	3915000	858
45219	3915000	924
45220	3915000	659
45223	3915000	1075
45224	3915000	1157
45225	3915000	536
45226	3915000	642
45227	3915000	1724
45229	3915000	694
45230	3915000	1969
45232	3915000	341
45237	3915000	1164
45238	3915000	2229
45267	3915000	1
45301	3904720	24
45324	3925914	3588
45373	3977588	4391
45385	3986772	4339
45402	3921000	2042
45403	3921000	1533
45404	3921000	1469
45405	3921000	1624
45406	3921000	2160
45409	3940040	909
45410	3921000	1413
45414	3921000	2569
45417	3921000	4371
45420	3940040	2060
45424	3936610	4377
45428	3921000	8
45429	3940040	2698
45430	3904720	869
45431	3904720	2344
45432	3904720	1454
45434	3904720	1324
45440	3940040	1854
45458	3913190	3148
45459	3913190	3092
45469	3921000	3
45501	3974118	1
45502	3974118	1980
45503	3974118	3323
45504	3974118	2151
45505	3974118	2146
45506	3974118	1695
45701	3902736	3397
45801	3943554	3233
45804	3943554	2634
45805	3943554	2733
45840	3927048	6291
46011	1801468	2387
46012	1801468	2711
46013	1801468	2356
46016	1801468	3019
46032	1810342	4762
46033	1810342	3632
46037	1823278	3796
46038	1823278	3846
46060	1854180	4859
46062	1854180	3717
46069	1886372	1768
46074	1882700	4672
46077	1886372	3776
46112	1808416	3758
46113	1836003	593
46123	1802908	3674
46131	1825450	4485
46140	1829520	5097
46142	1829898	3192
46143	1829898	5329
46168	1860246	3628
46183	1836003	19
46201	1836003	2559
46202	1836003	2658
46203	1836003	3872
46204	1836003	784
46205	1836003	2214
46206	1836003	1
46208	1836003	2104
46214	1836003	1889
46216	1842426	334
46217	1836003	2711
46218	1836003	3327
46219	1836003	3145
46220	1836003	3444
46221	1836003	2516
46222	1836003	3043
46224	1836003	2250
46225	1836003	1252
46226	1836003	3623
46227	1836003	4350
46228	1836003	1624
46229	1836003	2414
46231	1836003	1065
46234	1836003	2605
46235	1836003	2205
46236	1842426	2571
46237	1836003	3484
46239	1836003	2450
46240	1836003	2081
46241	1836003	3419
46250	1836003	1795
46254	1836003	2832
46256	1836003	2413
46259	1836003	1127
46260	1836003	2818
46268	1836003	2452
46278	1836003	1171
46280	1810342	801
46290	1810342	50
46307	1816138	6965
46312	1819486	1867
46320	1831000	1258
46323	1831000	1530
46324	1831000	1784
46327	1831000	839
46342	1834114	3214
46360	1848798	6367
46368	1861092	3643
46375	1868220	2006
46383	1878326	4673
46385	1878326	4514
46394	1831000	916
46402	1827000	1052
46403	1827000	1598
46404	1827000	2600
46406	1827000	1533
46407	1827000	2322
46408	1827000	1944
46409	1827000	1188
46410	1848528	3347
46514	1820728	5578
46516	1820728	4909
46517	1820728	2944
46526	1828386	3717
46528	1828386	3220
46544	1849932	3917
46545	1849932	3191
46601	1871000	1068
46613	1871000	1912
46614	1871000	3635
46615	1871000	1608
46616	1871000	812
46617	1871000	1559
46619	1871000	2392
46628	1871000	4086
46637	1871000	2132
46802	1825000	1533
46803	1825000	1838
46804	1825000	2897
46805	1825000	1895
46806	1825000	2307
46807	1825000	1429
46808	1825000	2128
46809	1825000	1169
46814	1825000	1591
46815	1825000	2426
46816	1825000	1524
46818	1825000	2256
46819	1825000	893
46825	1825000	2576
46835	1825000	2899
46845	1825000	2665
46901	1840392	5878
46902	1840392	4347
46952	1846908	3353
46953	1846908	4266
46965	1840392	10
47130	1838358	4626
47150	1852326	4916
47201	1814734	7891
47203	1814734	3613
47302	1851876	4466
47303	1851876	3732
47304	1851876	3615
47305	1851876	833
47306	1851876	15
47374	1864260	5627
47403	1805860	3232
47404	1805860	2843
47405	1805860	71
47406	1805860	60
47408	1805860	1947
47708	1822000	280
47710	1822000	2137
47711	1822000	3822
47712	1822000	2660
47713	1822000	1282
47714	1822000	3101
47715	1822000	2827
47720	1822000	2005
47802	1875428	6028
47803	1875428	3315
47804	1875428	2240
47807	1875428	2499
47809	1875428	23
47901	1840788	447
47904	1840788	1823
47905	1840788	5056
47906	1882862	5228
47907	1882862	59
48021	2624290	2228
48033	2674900	1103
48034	2674900	723
48035	2670760	2550
48045	2670760	1908
48060	2665820	4615
48066	2669800	3239
48067	2670040	2336
48071	2650560	2133
48073	2670040	2494
48075	2674900	1757
48076	2674900	2326
48080	2670760	1416
48081	2670760	1318
48082	2670760	816
48083	2680700	1835
48084	2680700	1033
48085	2680700	2002
48088	2684000	1426
48089	2684000	2397
48091	2684000	2484
48092	2684000	1920
48093	2684000	2012
48098	2680700	2021
48101	2601380	2048
48103	2603000	5186
48104	2603000	2676
48105	2603000	2794
48108	2603000	1850
48109	2603000	127
48120	2621000	545
48124	2621000	2669
48125	2621020	1786
48126	2621000	2427
48127	2621020	2639
48128	2621000	893
48135	2631420	2296
48146	2647800	2753
48150	2649000	2464
48152	2649000	2860
48154	2649000	3022
48167	2659440	2807
48180	2679000	4668
48185	2686000	3268
48186	2686000	2884
48195	2674960	2097
48201	2622000	946
48202	2622000	1319
48203	2622000	2635
48204	2622000	2491
48205	2622000	3324
48206	2622000	1362
48207	2622000	2132
48208	2622000	1706
48209	2622000	2163
48210	2622000	2330
48211	2622000	1475
48212	2622000	2617
48213	2622000	2694
48214	2622000	1895
48215	2622000	1215
48216	2622000	1007
48217	2622000	751
48219	2622000	3324
48221	2622000	2469
48223	2622000	2294
48224	2622000	2800
48226	2622000	699
48227	2622000	3165
48228	2622000	3226
48233	2622000	1
48234	2622000	3011
48235	2622000	3211
48237	2659920	1760
48238	2622000	2498
48239	2622000	3191
48240	2622000	1384
48243	2622000	4
48302	2665440	2114
48306	2669035	2546
48307	2669035	3216
48309	2669035	2549
48310	2676460	2812
48312	2676460	2628
48313	2676460	2618
48314	2676460	1609
48322	2627440	2705
48326	2604105	1435
48331	2627440	1904
48334	2627440	1631
48335	2627440	1518
48336	2627440	2262
48340	2665440	1685
48341	2665440	1602
48342	2665440	1718
48359	2604105	743
48374	2659440	1339
48375	2659440	1742
48377	2659440	1289
48502	2629000	260
48503	2629000	3511
48504	2629000	3056
48505	2629000	3106
48506	2629000	3106
48507	2629000	3022
48509	2612060	939
48519	2612060	728
48529	2612060	1040
48532	2629000	1704
48601	2670520	6016
48602	2670520	3878
48607	2670520	645
48638	2670520	1205
48640	2653780	4034
48642	2653780	3352
48706	2606020	5372
48708	2606020	4081
48823	2624120	2999
48824	2624120	19
48825	2624120	32
48906	2646000	1865
48910	2646000	3167
48911	2646000	2440
48912	2646000	1579
48915	2646000	1001
48933	2646000	359
49001	2642160	2166
49002	2665560	2178
49004	2642160	1586
49006	2642160	1582
49007	2642160	1344
49008	2642160	1469
49009	2642160	3840
49014	2605920	2598
49015	2605920	2447
49017	2605920	2343
49024	2665560	2585
49034	2605920	431
49037	2605920	2490
49074	2642160	1
49202	2641420	1946
49203	2641420	4224
49423	2638640	2462
49440	2656320	199
49441	2659140	3992
49442	2656320	4384
49443	2656320	2
49444	2659140	3237
49503	2634000	2851
49504	2634000	3370
49505	2634000	2384
49506	2634000	2598
49507	2634000	2291
49508	2642820	2684
49509	2688940	1699
49512	2642820	1329
49519	2688940	1671
49534	2682960	2015
49544	2682960	1098
49548	2688940	2443
50010	1901855	3326
50012	1901855	2
50013	1901855	10
50014	1901855	1984
50021	1902305	2455
50023	1902305	3368
50038	1983910	54
50061	1983910	104
50131	1939765	2084
50158	1949755	4071
50261	1983910	379
50263	1982695	2214
50265	1983910	2391
50266	1983910	2190
50309	1921000	1126
50310	1921000	2034
50311	1921000	904
50312	1921000	1275
50313	1921000	1885
50314	1921000	1098
50315	1921000	2827
50316	1921000	1307
50317	1921000	3286
50319	1921000	22
50320	1921000	1242
50321	1921000	723
50322	1979950	2770
50323	1979950	1499
50401	1950160	4517
50613	1911755	5212
50701	1982425	3868
50702	1982425	2287
50703	1982425	3578
51101	1973335	480
51103	1973335	2519
51104	1973335	2179
51105	1973335	1494
51106	1973335	3507
51108	1973335	670
51109	1973335	516
51111	1973335	284
51501	1916860	3904
51503	1916860	4408
52001	1922395	4548
52002	1922395	1602
52003	1922395	1839
52240	1938595	3582
52242	1938595	59
52245	1938595	1967
52246	1938595	1497
52302	1949485	4476
52401	1912000	554
52402	1912000	3290
52403	1912000	2611
52404	1912000	4166
52405	1912000	2457
52411	1912000	1037
52501	1960465	5486
52722	1906355	4681
52801	1919000	180
52802	1919000	1865
52803	1919000	3208
52804	1919000	3193
52806	1919000	2995
52807	1919000	1704
53005	5510025	2936
53045	5510025	2769
53051	5551000	4147
53081	5572975	4496
53083	5572975	2732
53090	5585350	2078
53092	5551150	2801
53095	5585350	2791
53097	5551150	840
53108	5511950	433
53132	5527300	2869
53140	5539225	2650
53143	5539225	1746
53146	5556375	1021
53150	5555275	2897
53151	5556375	3156
53154	5558800	2647
53177	5554875	765
53186	5584250	2888
53188	5584250	3105
53189	5584250	2903
53202	5553000	1041
53203	5553000	159
53204	5553000	1664
53205	5553000	840
53206	5553000	1453
53207	5553000	2557
53208	5553000	1936
53209	5553000	3007
53210	5553000	1444
53211	5553000	1620
53212	5553000	1760
53213	5584675	1874
53214	5585300	2242
53215	5553000	2295
53216	5553000	1928
53218	5553000	2208
53219	5553000	2331
53220	5531175	1819
53221	5553000	2255
53222	5553000	1985
53223	5553000	1803
53224	5553000	1176
53225	5553000	1498
53226	5584675	1579
53227	5585300	1501
53228	5531175	1207
53233	5553000	628
53295	5553000	3
53402	5511950	3026
53403	5554875	2519
53404	5566000	1245
53405	5566000	2192
53406	5554875	2137
53511	5506500	5387
53545	5537825	2853
53546	5537825	3579
53548	5537825	2631
53575	5525950	1817
53590	5578600	3899
53703	5548000	1047
53704	5548000	3789
53705	5548000	1863
53706	5548000	129
53711	5525950	3892
53713	5548000	1379
53714	5548000	1350
53715	5548000	748
53716	5548000	1772
53717	5548000	859
53718	5548000	1479
53719	5548000	2034
53726	5548000	335
53792	5548000	5
54220	5548500	5228
54229	5531000	797
54302	5531000	2337
54303	5531000	2215
54311	5531000	3330
54403	5584475	4209
54481	5577200	3880
54482	5577200	1480
54601	5540775	4798
54603	5540775	1741
54701	5522300	4515
54703	5522300	4996
54874	5578650	1255
54880	5578650	5875
54901	5560500	3200
54902	5560500	2532
54904	5560500	2559
54911	5502375	2712
54913	5502375	2514
54914	5502375	3116
54915	5502375	2104
54935	5526275	3675
54937	5526275	2837
54956	5555750	4794
54985	5560500	13
55016	2713456	2724
55021	2720546	4541
55024	2720618	3274
55044	2735180	5156
55060	2749300	4232
55068	2755726	2791
55076	2731076	1899
55077	2731076	1299
55101	2758000	359
55102	2758000	1249
55103	2758000	816
55104	2758000	2401
55105	2758000	1307
55106	2758000	2883
55107	2758000	1302
55108	2758000	881
55109	2740382	2360
55113	2755852	2945
55114	2758000	311
55116	2758000	1369
55117	2758000	2643
55119	2740382	2452
55121	2717288	725
55122	2717288	2220
55123	2717288	2002
55124	2701900	3695
55125	2771428	2902
55126	2759998	2106
55128	2747680	2565
55129	2771428	1861
55130	2758000	749
55155	2758000	24
55303	2753026	5906
55305	2743252	1623
55306	2708794	1103
55311	2740166	2950
55317	2710918	2051
55318	2710972	2695
55330	2718674	3855
55337	2708794	3059
55343	2743252	1752
55344	2718116	892
55345	2743252	2441
55346	2718116	1522
55347	2718116	2458
55369	2740166	3367
55372	2752594	3445
55378	2758738	2566
55379	2759350	3634
55401	2743000	304
55402	2743000	77
55403	2743000	638
55404	2743000	931
55405	2743000	1012
55406	2743000	2399
55407	2743000	1702
55408	2743000	1077
55409	2743000	661
55410	2743000	1464
55411	2743000	2134
55412	2743000	1449
55413	2743000	1064
55414	2743000	1165
55415	2743000	249
55416	2757220	2153
55417	2743000	1844
55418	2743000	2229
55419	2743000	1816
55420	2706616	1744
55423	2754214	2881
55424	2718188	884
55425	2706616	594
55426	2757220	1805
55428	2707966	2329
55429	2707948	1779
55430	2707948	1588
55431	2706616	1724
55432	2722814	2675
55433	2713114	2719
55434	2706382	2539
55435	2718188	587
55436	2718188	1230
55437	2706616	1444
55438	2706616	1407
55439	2718188	893
55441	2751730	1520
55442	2751730	1222
55443	2707966	2106
55444	2707966	1168
55445	2707966	845
55446	2751730	1909
55447	2751730	2050
55448	2713114	2369
55449	2706382	2631
55450	2743000	65
55454	2743000	206
55455	2743000	110
55802	2717000	460
55804	2717000	2069
55805	2717000	770
55806	2717000	1238
55807	2717000	1452
55808	2717000	1051
