code	locality	addresses
55812	2717000	848
55901	2754880	4578
55902	2754880	2962
55904	2754880	3228
55905	2754880	1
55906	2754880	2197
55912	2702908	4653
55987	2771032	4182
56001	2739878	5351
56301	2756896	3578
56303	2756896	2769
56304	2756896	961
56560	2743864	4433
56562	2743864	1
56563	2743864	4
57006	4607580	2954
57007	4607580	12
57103	4659020	3411
57104	4659020	3001
57105	4659020	2881
57106	4659020	3099
57107	4659020	1535
57108	4659020	92
57110	4659020	2198
57197	4659020	4
57401	4600100	4564
57701	4652980	4590
57702	4652980	4708
57703	4652980	2095
58078	3884780	2857
58102	3825700	3427
58103	3825700	3741
58104	3825700	2717
58105	3825700	26
58201	3832060	3516
58202	3832060	40
58203	3832060	2062
58501	3807200	4377
58503	3807200	4389
58504	3807200	3782
58505	3807200	3
58554	3849900	4083
58601	3819620	5004
58701	3853380	4347
58703	3853380	2802
58707	3853380	7
58801	3886220	4901
59102	3006550	5128
59105	3006550	3455
59106	3006550	3348
59401	3032800	1591
59404	3032800	3570
59405	3032800	4072
59601	3035600	4590
59625	3035600	6
59701	3011397	5923
59715	3008950	5630
59727	3011397	73
59743	3011397	55
59748	3011397	72
59750	3011397	89
59759	3011397	11
59801	3050200	3588
59802	3050200	2666
59803	3050200	1759
59808	3050200	2988
59812	3050200	9
59901	3040075	8205
60004	1702154	3501
60005	1702154	1896
60007	1723256	2390
60012	1717887	1331
60014	1717887	4194
60016	1719642	2884
60018	1714000	1679
60025	1729938	2898
60026	1729938	858
60031	1732018	3366
60035	1734722	2484
60050	1745694	3235
60056	1751089	3249
60060	1751349	3015
60061	1777694	1622
60062	1753481	3459
60064	1753559	1031
60067	1757225	3549
60068	1757875	2911
60074	1757225	1785
60076	1770122	2471
60077	1770122	1766
60085	1779293	3945
60087	1779293	2151
60088	1753559	764
60089	1709447	2428
60090	1781087	1987
60091	1782075	2179
60098	1783349	3638
60101	1700243	2403
60102	1700685	2750
60103	1704013	2831
60107	1773157	2081
60110	1711358	1718
60115	1719161	3105
60120	1723074	3336
60123	1723074	3409
60124	1723074	2295
60126	1723620	2889
60133	1732746	1927
60137	1729756	2764
60139	1729730	1457
60142	1736750	2683
60148	1744407	3207
60156	1741183	1809
60169	1735411	1718
60173	1768003	781
60174	1766703	3194
60177	1770720	1654
60185	1780060	2818
60187	1781048	2530
60188	1711332	2151
60189	1781048	2212
60192	1735411	1102
60193	1768003	2972
60194	1768003	1215
60195	1768003	207
60201	1724582	2514
60202	1724582	1656
60203	1770122	328
60208	1724582	41
60301	1754885	72
60302	1754885	1773
60304	1754885	1052
60402	1705573	3099
60409	1710487	2456
60411	1714026	5177
60431	1738570	1843
60432	1738570	1998
60433	1738570	1827
60435	1738570	3456
60436	1738570	1647
60438	1742028	2546
60440	1707133	2903
60441	1744225	3438
60446	1765442	2241
60451	1752584	3178
60452	1754638	1879
60453	1754820	3843
60459	1709642	1932
60462	1756640	3419
60467	1756640	2614
60477	1775484	2857
60487	1775484	1858
60490	1707133	1268
60502	1703012	1298
60503	1703012	793
60504	1703012	1887
60505	1703012	3262
60506	1703012	3711
60510	1704078	2741
60512	1784038	268
60515	1720591	2254
60516	1720591	2158
60517	1783245	1780
60519	1703012	13
60539	1704078	53
60540	1751622	3573
60543	1756887	3300
60544	1760287	2654
60560	1784038	3270
60563	1751622	2218
60564	1751622	2928
60565	1751622	2708
60585	1760287	1734
60586	1738570	2940
60601	1714000	120
60602	1714000	75
60603	1714000	77
60604	1714000	54
60605	1714000	382
60606	1714000	161
60607	1714000	1200
60608	1714000	2785
60609	1714000	3073
60610	1714000	748
60611	1714000	391
60612	1714000	1897
60613	1714000	1091
60614	1714000	1845
60615	1714000	966
60616	1714000	1594
60617	1714000	4707
60618	1714000	2974
60619	1714000	3228
60620	1714000	3588
60621	1714000	1943
60622	1714000	1991
60623	1714000	2545
60624	1714000	1615
60625	1714000	2126
60626	1714000	977
60628	1714000	4499
60629	1714000	3713
60630	1714000	2548
60631	1714000	1870
60632	1714000	2969
60633	1714000	1012
60634	1714000	3100
60636	1714000	2145
60637	1714000	1721
60638	1714000	3412
60639	1714000	2546
60640	1714000	1188
60641	1714000	2283
60642	1714000	820
60643	1714000	3494
60644	1714000	1614
60645	1714000	1286
60646	1714000	1966
60647	1714000	2640
60649	1714000	1406
60651	1714000	2097
60652	1714000	2356
60653	1714000	1092
60654	1714000	396
60655	1714000	1780
60656	1714000	1383
60657	1714000	1452
60659	1714000	1181
60660	1714000	780
60661	1714000	215
60714	1753000	1762
60804	1714351	2939
61008	1705092	3730
61101	1765000	3050
61102	1765000	3052
61103	1765000	2635
61104	1765000	2276
61107	1765000	3551
61108	1765000	3105
61109	1765000	3361
61114	1765000	1584
61201	1765078	4203
61265	1749867	4862
61401	1728326	4060
61402	1728326	10
61528	1759000	456
61554	1758447	5597
61602	1759000	408
61603	1759000	1694
61604	1759000	2952
61605	1759000	1885
61606	1759000	521
61614	1759000	2727
61615	1759000	2482
61625	1759000	4
61701	1706613	4036
61704	1706613	2763
61705	1706613	1776
61761	1753234	3346
61801	1777005	2174
61802	1777005	2449
61820	1712385	2398
61821	1712385	2885
61822	1712385	2619
61832	1718563	5493
61834	1718563	1694
62002	1701114	5004
62025	1722697	4397
62026	1722697	3
62040	1730926	4739
62220	1704845	2971
62223	1704845	2341
62269	1755249	3977
62301	1762367	3715
62305	1762367	3607
62521	1718823	5656
62522	1718823	1889
62523	1718823	238
62526	1718823	4279
62701	1772000	183
62702	1772000	4160
62703	1772000	3858
62704	1772000	3648
62706	1772000	2
62707	1772000	1666
62711	1772000	2103
62712	1772000	1276
63005	2979820	2159
63011	2903160	3266
63017	2913600	3759
63021	2903160	4142
63031	2924778	3863
63033	2924778	3397
63038	2979820	1006
63040	2979820	653
63043	2946586	1823
63069	2979820	603
63101	2965000	322
63102	2965000	685
63103	2965000	1056
63104	2965000	2033
63106	2965000	1605
63107	2965000	1619
63108	2965000	884
63109	2965000	1778
63110	2965000	1656
63111	2965000	1903
63112	2965000	1047
63113	2965000	1191
63115	2965000	1576
63116	2965000	2809
63118	2965000	2007
63120	2965000	868
63122	2939044	3857
63130	2975220	2106
63139	2965000	1873
63146	2946586	2547
63147	2965000	1315
63155	2965000	1
63301	2964082	6006
63303	2964082	4524
63366	2954074	5286
63368	2954074	3686
63376	2965126	6703
63385	2978442	5493
63701	2911242	5855
63703	2911242	1381
64012	2904384	3366
64014	2906652	2565
64015	2906652	3425
64016	2935000	673
64030	2928324	2252
64050	2935000	2345
64052	2935000	2244
64053	2935000	659
64055	2935000	3442
64056	2935000	1536
64057	2935000	1445
64063	2941348	2145
64064	2941348	1939
64068	2942032	4349
64081	2941348	2167
64082	2941348	1385
64083	2960752	2347
64086	2941348	2388
64101	2938000	173
64102	2938000	58
64105	2938000	405
64106	2938000	847
64108	2938000	1676
64109	2938000	1054
64110	2938000	1401
64111	2938000	1388
64112	2938000	688
64113	2938000	1225
64114	2938000	2504
64116	2938000	2161
64117	2938000	1344
64118	2938000	3617
64119	2938000	2984
64120	2938000	550
64123	2938000	700
64124	2938000	973
64125	2938000	397
64126	2938000	710
64127	2938000	2378
64128	2938000	1321
64129	2938000	1541
64130	2938000	2436
64131	2938000	2003
64132	2938000	1658
64133	2938000	3780
64134	2938000	1819
64136	2938000	240
64137	2938000	889
64138	2938000	2225
64139	2938000	248
64145	2938000	699
64146	2938000	204
64147	2938000	159
64149	2938000	117
64151	2938000	10
64154	2938000	6
64155	2938000	2313
64156	2938000	738
64157	2938000	1762
64158	2938000	373
64161	2938000	285
64165	2938000	65
64166	2938000	74
64167	2938000	58
64501	2964550	2586
64503	2964550	2164
64504	2964550	2427
64505	2964550	1861
64506	2964550	2213
64507	2964550	2492
64801	2937592	6347
64804	2937592	3169
65101	2937000	3688
65109	2937000	4472
65201	2915670	4444
65202	2915670	6059
65203	2915670	6675
65215	2915670	4
65216	2915670	2
65714	2952616	3992
65801	2970000	2
65802	2970000	6175
65803	2970000	6183
65804	2970000	4376
65806	2970000	1192
65807	2970000	5165
65809	2970000	1839
65810	2970000	2235
65897	2970000	2
66013	2053775	424
66027	2039000	294
66030	2025425	2258
66031	2025425	53
66044	2038900	2549
66045	2038900	87
66046	2038900	1697
66047	2038900	1683
66048	2039000	4865
66049	2038900	2845
66061	2052575	5920
66062	2052575	5837
66085	2053775	1371
66101	2036000	1462
66102	2036000	2945
66103	2036000	1525
66104	2036000	3095
66105	2036000	611
66106	2036000	2763
66109	2036000	2772
66111	2036000	1484
66112	2036000	1151
66115	2036000	171
66118	2036000	97
66160	2036000	2
66203	2064500	2070
66204	2053775	1643
66206	2039075	1130
66207	2053775	1273
66209	2039075	1939
66210	2053775	1432
66211	2039075	646
66212	2053775	2531
66213	2053775	2357
66214	2053775	973
66215	2039350	2163
66216	2064500	2340
66217	2064500	542
66218	2064500	825
66219	2039350	975
66220	2039350	693
66221	2053775	2140
66223	2053775	1691
66224	2039075	1383
66226	2064500	1158
66227	2039350	932
66251	2053775	8
66409	2071000	672
66502	2044250	3828
66503	2044250	2236
66506	2044250	66
66603	2071000	311
66604	2071000	2402
66605	2071000	2119
66606	2071000	1325
66607	2071000	1561
66608	2071000	965
66609	2071000	812
66610	2071000	1335
66611	2071000	1088
66612	2071000	426
66614	2071000	2675
66615	2071000	616
66616	2071000	795
66617	2071000	1060
66618	2071000	1539
66619	2071000	274
66621	2071000	9
66622	2071000	1
67037	2017800	3299
67202	2079000	443
67203	2079000	2755
67204	2079000	2454
67205	2079000	1831
67206	2079000	1808
67207	2079000	2173
67208	2079000	1901
67209	2079000	1707
67211	2079000	2315
67212	2079000	3917
67213	2079000	2373
67214	2079000	2482
67215	2079000	829
67216	2079000	2062
67217	2079000	2728
67218	2079000	2016
67219	2079000	1698
67220	2079000	1329
67223	2079000	68
67226	2079000	1969
67228	2079000	234
67230	2079000	1506
67232	2079000	68
67235	2079000	1444
67260	2079000	9
67401	2062700	6947
67501	2033625	4434
67502	2033625	3323
67801	2018250	6236
67846	2025325	7001
68005	3103950	2488
68022	3137000	3764
68025	3117670	4755
68046	3138295	3283
68102	3137000	785
68104	3137000	3013
68105	3137000	1918
68106	3137000	1927
68107	3137000	2901
68108	3137000	1433
68110	3137000	1574
68111	3137000	2870
68112	3137000	1397
68114	3137000	1906
68116	3137000	2907
68117	3137000	1025
68118	3137000	958
68122	3137000	1282
68123	3103950	3216
68124	3137000	1700
68127	3137000	2006
68130	3137000	1989
68131	3137000	1090
68132	3137000	1243
68133	3138295	1264
68134	3137000	2607
68135	3137000	2604
68137	3137000	2633
68142	3137000	754
68144	3137000	2593
68147	3103950	1346
68152	3137000	954
68154	3137000	2333
68157	3103950	545
68164	3137000	2356
68178	3137000	13
68182	3137000	10
68183	3137000	2
68430	3128000	637
68502	3128000	2387
68503	3128000	1340
68504	3128000	1631
68505	3128000	1576
68506	3128000	2643
68507	3128000	2014
68508	3128000	976
68510	3128000	1958
68512	3128000	1140
68514	3128000	81
68516	3128000	4878
68517	3128000	234
68521	3128000	3013
68522	3128000	1263
68524	3128000	929
68526	3128000	925
68527	3128000	465
68528	3128000	783
68531	3128000	56
68588	3128000	59
68601	3110110	5765
68701	3134615	4856
68801	3119595	5156
68803	3119595	4782
68845	3125055	3721
68847	3125055	4353
68849	3125055	14
68901	3121415	5339
70062	2239475	1832
70065	2239475	2261
70112	2255000	612
70113	2255000	851
70114	2255000	2281
70115	2255000	3241
70116	2255000	1124
70117	2255000	4109
70118	2255000	3037
70119	2255000	3166
70122	2255000	3298
70124	2255000	1881
70125	2255000	2004
70126	2255000	2519
70127	2255000	1373
70128	2255000	1084
70129	2255000	733
70130	2255000	1607
70131	2255000	1591
70139	2255000	1
70148	2255000	1
70163	2255000	1
70360	2236255	3296
70363	2236255	2452
70458	2270805	3451
70460	2270805	2902
70461	2270805	2689
70560	2254035	4689
70563	2254035	2290
70601	2241155	4502
70605	2241155	3378
70607	2241155	1794
70609	2241155	6
70615	2241155	1754
70629	2241155	2
70714	2213960	1621
70739	2213960	1058
70770	2213960	358
70818	2213960	785
71047	2270000	1272
71101	2270000	1656
71103	2270000	1287
71104	2270000	1450
71105	2270000	1277
71106	2270000	4014
71107	2270000	3554
71108	2270000	1711
71109	2270000	2337
71110	2208920	211
71111	2208920	3237
71112	2208920	2461
71115	2270000	1193
71118	2270000	1605
71119	2270000	1108
71129	2270000	1148
71201	2251410	3972
71202	2251410	3440
71203	2251410	3917
71209	2251410	4
71301	2200975	3401
71302	2200975	1967
71303	2200975	2066
71409	2200975	1279
71601	0555310	4699
71602	0555310	3305
71603	0555310	5985
71854	0568810	6609
71901	0533400	5841
71913	0533400	7651
72015	0505290	4398
72019	0505290	4146
72023	0510300	4005
72032	0515190	4326
72034	0515190	4279
72035	0515190	4
72076	0534750	4092
72099	0534750	105
72103	0541000	2137
72114	0550450	2981
72116	0550450	1849
72117	0550450	2186
72118	0550450	3077
72120	0563800	3416
72201	0541000	747
72202	0541000	2235
72204	0541000	5213
72205	0541000	3131
72206	0541000	5035
72207	0541000	1387
72209	0541000	2625
72210	0541000	1861
72211	0541000	1876
72212	0541000	1094
72223	0541000	2477
72227	0541000	880
72401	0535710	5854
72404	0535710	3149
72405	0535710	1712
72450	0553390	6550
72467	0535710	27
72701	0523290	5846
72703	0523290	3569
72704	0523290	4004
72712	0505320	4603
72713	0505320	2068
72714	0504840	2686
72715	0504840	3634
72719	0512820	1169
72756	0560410	5861
72758	0560410	4093
72762	0566080	4581
72764	0566080	5087
72801	0561670	3244
72802	0561670	4546
72901	0524550	4009
72903	0524550	2710
72904	0524550	2412
72908	0524550	1346
72916	0524550	1533
73003	4023200	2064
73007	4023200	677
73012	4055000	3170
73013	4055000	5181
73019	4052500	25
73025	4023200	1069
73026	4052500	3672
73034	4023200	4496
73049	4055000	1430
73064	4055000	2650
73069	4052500	3249
73070	4052500	9
73071	4052500	3777
73072	4052500	3950
73084	4055000	1667
73097	4055000	42
73099	4055000	7588
73102	4055000	424
73103	4055000	708
73104	4055000	477
73105	4055000	947
73106	4055000	1625
73107	4055000	2548
73108	4055000	1526
73109	4055000	2064
73110	4048350	2590
73111	4055000	1750
73112	4055000	2748
73114	4055000	1774
73116	4055000	1277
73117	4055000	1069
73118	4055000	1675
73119	4055000	2087
73120	4055000	2767
73121	4055000	643
73127	4055000	1886
73128	4055000	476
73129	4055000	2585
73130	4048350	1969
73131	4055000	619
73132	4055000	2043
73134	4055000	253
73135	4055000	1617
73139	4055000	1337
73141	4055000	564
73142	4055000	1296
73145	4055000	82
73149	4055000	591
73150	4055000	952
73151	4055000	273
73159	4055000	2081
73160	4049200	5051
73162	4055000	2263
73165	4055000	1536
73169	4055000	507
73170	4055000	3126
73173	4055000	470
73179	4055000	896
73501	4041850	3565
73503	4041850	258
73505	4041850	4496
73507	4041850	3086
73701	4023950	4962
73703	4023950	3776
73705	4023950	10
74003	4004450	2115
74006	4004450	3479
74008	4006400	3794
74011	4009050	3610
74012	4009050	5840
74014	4009050	119
74015	4075000	15
74037	4037800	2437
74055	4056650	3479
74074	4070300	5275
74075	4070300	3110
74077	4070300	7
74078	4070300	7
74103	4075000	280
74104	4075000	1325
74105	4075000	2849
74106	4075000	2301
74107	4075000	2987
74108	4075000	707
74110	4075000	1819
74112	4075000	2480
74114	4075000	1995
74115	4075000	2924
74116	4075000	370
74117	4075000	116
74119	4075000	487
74120	4075000	1053
74126	4075000	1228
74127	4075000	1746
74128	4075000	1143
74129	4075000	1502
74132	4075000	734
74133	4075000	3897
74134	4075000	1654
74135	4075000	2077
74136	4075000	2364
74137	4075000	2887
74145	4075000	1676
74146	4075000	1207
74171	4075000	1
74401	4050050	4536
74403	4050050	5231
74801	4066800	3839
74804	4066800	3000
74857	4055000	2229
75006	4813024	2842
75007	4813024	2786
75009	4813684	3792
75010	4813024	1242
75013	4801924	2587
75019	4816612	2567
75020	4819900	3924
75021	4819900	1546
75022	4826232	2445
75023	4858016	2680
75024	4858016	2099
75025	4858016	2687
75028	4826232	3421
75033	4827684	2706
75034	4827684	2652
75035	4827684	4778
75036	4827684	2219
75038	4837000	860
75039	4837000	502
75040	4829000	4037
75041	4829000	1776
75042	4829000	1775
75043	4829000	3776
75044	4829000	2446
75048	4864064	1767
75050	4830464	3032
75051	4830464	2340
75052	4830464	4685
75054	4830464	695
75056	4872530	3079
75057	4842508	848
75060	4837000	2678
75061	4837000	2453
75062	4837000	2299
75063	4837000	1901
75067	4842508	1977
75068	4843012	3414
75069	4845744	3681
75070	4845744	2862
75071	4845744	5034
75072	4845744	2717
75074	4858016	3058
75075	4858016	2280
75078	4859696	3190
75080	4861796	2402
75081	4861796	2173
75082	4861796	1317
75087	4862828	3512
75088	4863572	2047
75089	4863572	2137
75090	4867496	3737
75092	4867496	2873
75093	4858016	2814
75098	4880356	4500
75104	4813492	3635
75109	4817060	960
75110	4817060	4668
75115	4820092	4208
75116	4821628	1291
75119	4824348	3883
75126	4826604	3913
75132	4825572	33
75134	4841212	1253
75137	4821628	1475
75146	4841212	1827
75149	4847892	3419
75150	4847892	2600
75165	4876816	4626
75167	4876816	1338
75180	4805372	1206
75181	4847892	1601
75189	4863668	4010
75201	4819000	869
75202	4819000	375
75203	4819000	1713
75204	4819000	1582
75206	4819000	1539
75207	4819000	466
75208	4819000	2581
75209	4819000	1257
75210	4819000	857
75211	4819000	3765
75212	4819000	2169
75214	4819000	2399
75215	4819000	2619
75216	4819000	3777
75217	4819000	4071
75218	4819000	1890
75219	4819000	1038
75220	4819000	1593
75223	4819000	1190
75224	4819000	1678
75225	4819000	1305
75226	4819000	650
75227	4819000	2640
75228	4819000	2629
75229	4819000	2426
75230	4819000	1921
75231	4819000	898
75232	4819000	1803
75233	4819000	766
75234	4825452	1844
75235	4819000	1036
75236	4819000	678
75237	4819000	486
75238	4819000	1549
75240	4819000	797
75241	4819000	2098
75243	4819000	1573
75244	4825452	915
75246	4819000	235
75247	4819000	492
75248	4819000	2129
75249	4819000	857
75251	4819000	49
75252	4819000	1259
75253	4819000	976
75254	4819000	629
75261	4830644	25
75270	4819000	1
75287	4819000	1188
75390	4819000	3
75401	4830920	3255
75402	4830920	2281
75407	4859576	3321
75409	4803300	2899
75454	4847496	1600
75460	4855080	3911
75462	4855080	2018
75501	4872368	5799
75503	4872368	3331
75601	4843888	2072
75602	4843888	2075
75604	4843888	3290
75605	4843888	2591
75701	4874144	4268
75702	4874144	3890
75703	4874144	3745
75704	4874144	1185
75707	4874144	1817
75708	4874144	1011
75709	4874144	753
75711	4874144	11
75901	4845072	4069
75903	4845072	4
75904	4845072	4897
75961	4850256	2681
75962	4850256	10
75964	4850256	2815
75965	4850256	2025
76001	4804000	2096
76002	4804000	1800
76005	4804000	194
76006	4804000	1213
76008	4827000	2294
76010	4804000	2768
76011	4804000	1631
76012	4804000	2151
76013	4804000	2430
76014	4804000	1637
76015	4804000	1159
76016	4804000	2635
76017	4804000	3206
76018	4804000	1613
76021	4807132	2495
76022	4807132	843
76028	4811428	5894
76031	4815364	2780
76033	4815364	3552
76034	4815988	2728
76036	4827000	2377
76039	4824768	1799
76040	4824768	1811
76051	4830644	3355
76052	4827000	2148
76053	4835576	2021
76054	4835576	1097
76063	4846452	5353
76065	4848096	4884
76085	4876864	1374
76086	4876864	2438
76087	4876864	4124
76092	4869032	2999
76102	4827000	1737
76103	4827000	1265
76104	4827000	3189
76105	4827000	2250
76106	4827000	2919
76107	4827000	3665
76108	4827000	3287
76109	4827000	1977
76110	4827000	2843
76111	4827000	2256
76112	4827000	3116
76114	4827000	2381
76115	4827000	1319
76116	4827000	3448
76117	4831928	2445
76118	4827000	1219
76119	4827000	3581
76120	4827000	1141
76123	4827000	1902
76126	4827000	2595
76127	4827000	90
76129	4827000	16
76131	4827000	2609
76132	4827000	1609
76133	4827000	3107
76134	4827000	1691
76135	4827000	2152
76137	4827000	3066
76140	4827000	2481
76155	4827000	260
76164	4827000	1432
76177	4827000	1102
76179	4827000	4363
76180	4852356	2557
76182	4852356	2466
76201	4819972	1446
76203	4819972	6
76205	4819972	1215
76207	4819972	1230
76208	4819972	1723
76209	4819972	1620
76210	4819972	2524
76244	4827000	3905
76248	4838632	3324
76301	4879000	3034
76302	4879000	1111
76305	4879000	526
76306	4879000	1722
76308	4879000	1629
76309	4879000	1620
76310	4879000	1477
76311	4879000	144
76501	4872176	3637
76502	4872176	4926
76504	4872176	2999
76513	4807492	5855
76522	4816624	3408
76541	4839148	2199
76542	4839148	3420
76543	4839148	2209
76548	4832312	2529
76549	4839148	2876
76701	4876000	561
76704	4876000	1411
76705	4876000	3461
76707	4876000	1850
76708	4876000	3083
76710	4876000	2334
76711	4876000	774
76712	4876000	2764
76798	4876000	26
76903	4864472	5053
76904	4864472	3400
76905	4864472	1660
76908	4864472	10
76909	4864472	14
77002	4835000	1444
77003	4835000	1934
77004	4835000	3335
77006	4835000	2078
77007	4835000	3345
77008	4835000	2510
77009	4835000	4242
77010	4835000	79
77011	4835000	1670
77012	4835000	1468
77013	4835000	706
77014	4835000	1198
77015	4835000	3231
77016	4835000	2378
77017	4835000	1885
77018	4835000	1901
77019	4835000	1528
77020	4835000	3268
77021	4835000	2147
77022	4835000	1854
77023	4835000	2012
77024	4835000	2770
77025	4835000	1541
77026	4835000	2837
77027	4835000	741
77028	4835000	1912
77029	4835000	1811
77030	4835000	651
77031	4835000	756
77032	4835000	1159
77033	4835000	1743
77034	4835000	1835
77035	4835000	1487
77036	4835000	1755
77037	4835000	1193
77038	4835000	1161
77040	4835000	2799
77041	4835000	2563
77042	4835000	1129
77043	4835000	1345
77044	4835000	3225
77045	4835000	1871
77046	4835000	28
77047	4835000	1881
77048	4835000	1399
77050	4835000	369
77051	4835000	1425
77053	4835000	1473
77054	4835000	611
77055	4835000	2369
77056	4835000	1070
77057	4835000	1169
77058	4835000	682
77059	4835000	1277
77060	4835000	1116
77061	4835000	1097
77062	4835000	1639
77063	4835000	1128
77064	4835000	2301
77065	4835000	1539
77066	4835000	1657
77067	4835000	1034
77068	4835000	922
77069	4835000	1341
77070	4835000	2576
77071	4835000	1254
77072	4835000	2085
77073	4835000	1977
77074	4835000	1475
77075	4835000	1822
77076	4835000	1405
77077	4835000	2478
77078	4835000	947
77079	4835000	1833
77080	4835000	2018
77081	4835000	820
77082	4835000	2167
77084	4835000	4836
77085	4835000	865
77086	4835000	1162
77087	4835000	2159
77088	4835000	3238
77089	4835000	2942
77090	4835000	1365
77091	4835000	1629
77092	4835000	1862
77093	4835000	2838
77094	4835000	851
77095	4835000	3772
77096	4835000	1964
77098	4835000	868
77099	4835000	1844
77204	4835000	41
77301	4816432	3046
77302	4816432	2204
77303	4816432	1944
77304	4816432	3185
77316	4816432	3603
77318	4816432	2312
77320	4835528	3387
77336	4835000	1631
77338	4835000	2740
77339	4835000	2651
77340	4835528	2895
77341	4835528	3
77342	4835528	4
77345	4835000	1823
77379	4835000	5734
77384	4816432	1539
77386	4835000	4113
77388	4835000	2918
77396	4835000	2984
77407	4835000	3712
77429	4835000	6023
77433	4835000	6618
77441	4827876	1773
77447	4835000	1730
77449	4835000	5742
77450	4835000	4024
77459	4848804	4973
77469	4863284	4666
77471	4863284	3742
77478	4870808	1869
77479	4870808	6077
77489	4848804	2218
77493	4838476	3195
77494	4838476	7316
77498	4870808	2747
77502	4856000	1952
77503	4856000	1322
77504	4856000	1006
77505	4856000	1402
77506	4856000	1948
77507	4856000	93
77511	4802272	5504
77520	4806128	3582
77521	4806128	3329
77536	4819624	1888
77539	4872392	4373
77546	4827648	3379
77550	4828068	4064
77551	4828068	2075
77554	4828068	2003
77555	4828068	3
77566	4840588	1834
77571	4841440	3270
77573	4841980	5573
77581	4856348	3748
77584	4856348	5579
77590	4872392	3810
77591	4872392	1068
77640	4858820	4257
77642	4858820	3330
77655	4858820	126
77701	4807000	3557
77702	4807000	464
77703	4807000	2024
77705	4807000	3698
77706	4807000	2074
77707	4807000	1558
77708	4807000	1026
77713	4807000	1481
77801	4810912	1050
77802	4810912	2067
77803	4810912	3773
77807	4810912	1592
77808	4810912	2384
77840	4815976	1859
77843	4815976	2
77845	4815976	5862
77901	4875428	5093
77904	4875428	2242
77905	4875428	3278
78023	4865000	2286
78028	4839040	5597
78040	4841464	4709
78041	4841464	3534
78043	4841464	3709
78045	4841464	3281
78046	4841464	2872
78073	4865000	836
78108	4814920	3047
78109	4816468	2883
78112	4865000	974
78130	4850820	7033
78154	4866128	2984
78155	4866644	7513
78201	4865000	3341
78202	4865000	1447
78203	4865000	813
78204	4865000	1207
78205	4865000	644
78207	4865000	4983
78208	4865000	577
78209	4865000	3383
78210	4865000	3169
78211	4865000	2073
78212	4865000	2974
78213	4865000	2132
78214	4865000	1650
78215	4865000	478
78216	4865000	2350
78217	4865000	1873
78218	4865000	1848
78219	4865000	1245
78220	4865000	1434
78221	4865000	2394
78222	4865000	1302
78223	4865000	3095
78224	4865000	1166
78225	4865000	978
78226	4865000	515
78227	4865000	2103
78228	4865000	3730
78229	4865000	795
78230	4865000	2500
78232	4865000	2492
78233	4865000	2956
78234	4865000	211
78235	4865000	73
78237	4865000	2418
78238	4865000	1477
78240	4865000	2210
78242	4865000	1192
78243	4865000	7
78244	4865000	1740
78245	4865000	3681
78247	4865000	2958
78248	4865000	976
78249	4865000	2387
78250	4865000	2616
78251	4865000	2339
78252	4865000	690
78253	4865000	3174
78254	4865000	3519
78256	4865000	474
78257	4865000	659
78258	4865000	2460
78259	4865000	1329
78261	4865000	1328
78264	4865000	1201
78373	4817000	876
78401	4817000	1192
78402	4817000	292
78404	4817000	1471
78405	4817000	1461
78406	4817000	141
78407	4817000	551
78408	4817000	1019
78409	4817000	344
78410	4817000	2044
78411	4817000	1805
78412	4817000	1796
78413	4817000	2040
78414	4817000	2462
78415	4817000	2537
78416	4817000	877
78417	4817000	263
78418	4817000	2469
78419	4817000	10
78501	4845384	5424
78503	4845384	1661
78504	4845384	3521
78520	4810768	4612
78521	4810768	5158
78526	4810768	2566
78539	4822660	2938
78541	4822660	3115
78550	4832372	5077
78552	4832372	4162
78566	4810768	2076
78572	4848768	5922
78575	4810768	445
78577	4857200	4666
78578	4810768	1011
78589	4865516	2367
78596	4877272	3431
78599	4877272	1971
78613	4813552	4931
78617	4805000	1265
78626	4829336	4224
78628	4829336	4166
78633	4829336	3178
78634	4835624	3142
78640	4839952	4301
78641	4842016	7068
78652	4805000	648
78656	4865600	172
78660	4857176	6212
78664	4863500	3287
78665	4863500	3161
78666	4865600	5209
78681	4863500	3412
78701	4805000	987
78702	4805000	2350
78703	4805000	2005
78704	4805000	2861
78705	4805000	1096
78712	4805000	92
78717	4805000	1818
78719	4805000	278
78721	4805000	841
78722	4805000	625
78723	4805000	1930
78724	4805000	1443
78726	4805000	730
78727	4805000	1707
78728	4805000	1028
78729	4805000	1545
78730	4805000	752
78731	4805000	2083
78733	4805000	945
78735	4805000	1073
78736	4805000	913
78739	4805000	1383
78741	4805000	1323
78742	4805000	105
78744	4805000	2625
78745	4805000	3564
78746	4805000	2921
78747	4805000	1206
78748	4805000	3202
78749	4805000	2217
78750	4805000	1876
78751	4805000	1194
78752	4805000	830
78753	4805000	1980
78754	4805000	1313
78756	4805000	690
78757	4805000	1643
78758	4805000	1880
78759	4805000	2651
78840	4819792	5847
78852	4821892	4465
79103	4803000	380
79106	4803000	355
79109	4803000	2725
79110	4803000	1632
79111	4803000	4
79118	4803000	2472
79119	4803000	1613
79121	4803000	394
79124	4803000	28
79401	4845000	1265
79402	4845000	2
79403	4845000	2998
79404	4845000	1956
79406	4845000	22
79407	4845000	2056
79410	4845000	979
79411	4845000	751
79412	4845000	1161
79413	4845000	1894
79414	4845000	1029
79415	4845000	1614
79416	4845000	2661
79423	4845000	3997
79424	4845000	4706
